Issn,journal_name,Journal Title Normalized,URL
0075-8434,The Geometry of Ordinary Variational Equations,the geometry of ordinary variational equations,https://link.springer.com/book/10.1007/BFb0093438
0075-8434,Eisensteinkohomologie und die Konstruktion gemischter Motive,eisensteinkohomologie und die konstruktion gemischter motive,https://link.springer.com/book/10.1007/BFb0090305
0065-2598,Animal Models of Human Birth Defects,animal models of human birth defects,https://link.springer.com/book/10.1007/978-981-15-2389-2
2192-8614,nanoph,nanoph,https://www.degruyter.com/journal/key/nanoph/html
0170-8643,Biomedical Applications of Control Engineering,biomedical applications of control engineering,https://link.springer.com/book/10.1007/978-3-642-37279-7
1936-1327,Annual Review of Analytical Chemistry (2008),annual review of analytical chemistry (2008),https://www.annualreviews.org/loi/anchem
0081-3869,The Higgs Boson Discovery at the Large Hadron Collider,the higgs boson discovery at the large hadron collider,https://home.cern/science/physics/higgs-boson
1017-0405,Statistica Sinica,statistica sinica,http://www3.stat.sinica.edu.tw/statistica/
1556-3650,Clinical Toxicology,clinical toxicology,https://www.clintox.org/
1755-0874,Plant Ecology & Diversity,plant ecology & diversity,https://www.springer.com/journal/11258
1574-1699,Model Assisted Statistics and Applications,model assisted statistics and applications,https://www.iospress.com/catalog/journals/model-assisted-statistics-and-applications
1022-1352,Macromolecular Chemistry and Physics,macromolecular chemistry and physics,https://onlinelibrary.wiley.com/journal/15213935
1941-7713,Circulation: Cardiovascular Quality and Outcomes,circulation: cardiovascular quality and outcomes,https://www.ahajournals.org/journal/circoutcomes
0730-9384,Politics and the Life Sciences,politics and the life sciences,https://www.cambridge.org/core/journals/politics-and-the-life-sciences
1321-103X,Research Studies in Music Education,research studies in music education,https://journals.sagepub.com/home/rsm
1366-8781,Astronomy & Geophysics,astronomy & geophysics,https://www.astronomy.com/
1873-9318,"Air Quality, Atmosphere & Health","air quality, atmosphere & health",https://www.springer.com/journal/11869
0258-8900,Bulletin Volcanologique,bulletin volcanologique,https://link.springer.com/journal/12362/volumes-and-issues
0022-2585,Journal of Medical Entomology,journal of medical entomology,https://academic.oup.com/jme
0737-0016,Journal of Community Health Nursing,journal of community health nursing,https://www.tandfonline.com/toc/hchn20/current
0304-324X,Gerontology,gerontology,https://www.karger.com/journal/Home/224091
0307-9457,Avian Pathology,avian pathology,https://www.tandfonline.com/toc/cavp20/current
0192-415X,The American Journal of Chinese Medicine,the american journal of chinese medicine,https://www.worldscientific.com/worldscinet/ajcm
0954-1446,European Journal of Cognitive Psychology,european journal of cognitive psychology,https://www.researchgate.net/journal/European-Journal-of-Cognitive-Psychology-1464-0635
2005-6737,Korean Journal of Urology,korean journal of urology,https://www.ncbi.nlm.nih.gov/pmc/journals/1216/
1867-1306,Probiotics and Antimicrobial Proteins,probiotics and antimicrobial proteins,https://www.springer.com/journal/12602
1360-2322,Journal of Applied Research in Intellectual Disabilities,journal of applied research in intellectual disabilities,https://onlinelibrary.wiley.com/journal/14683148
0933-7407,Mycoses,mycoses,https://onlinelibrary.wiley.com/journal/14390507
1367-0069,International Journal of Bilingualism,international journal of bilingualism,https://journals.sagepub.com/home/ijb
1554-8732,Journal of Public Child Welfare,journal of public child welfare,https://www.tandfonline.com/loi/wpcw20
0962-8452,Proceedings of the Royal Society of London. Series B: Biological Sciences,proceedings of the royal society of london. series b: biological sciences,https://royalsocietypublishing.org/journal/rspb
0936-2835,Exceptionality,exceptionality,https://www.dictionary.com/browse/exceptionality
2090-1542,Pain Research and Treatment,pain research and treatment,https://www.hindawi.com/journals/prt/
0026-3672,Mikrochemie Vereinigt mit Mikrochimica Acta,mikrochemie vereinigt mit mikrochimica acta,https://www.springer.com/series/13184
0010-065X,The Coleopterists Bulletin,the coleopterists bulletin,https://bioone.org/journals/the-coleopterists-bulletin/scope-and-details
1535-6841,City & Community,city & community,http://www.syrgov.net/
1098-3007,Journal of Positive Behavior Interventions,journal of positive behavior interventions,https://journals.sagepub.com/home/pbi
1057-5677,International Criminal Justice Review,international criminal justice review,https://journals.sagepub.com/home/icj
2041-4137,Frontline Gastroenterology,frontline gastroenterology,https://fg.bmj.com/
0393-2729,The International Spectator,the international spectator,https://www.tandfonline.com/toc/rspe20/current
1353-8322,Quality in Higher Education,quality in higher education,https://www.tandfonline.com/toc/cqhe20/current
2329-9711,Clinical Thyroidology,clinical thyroidology,https://www.liebertpub.com/loi/ct
1058-3300,Review of Financial Economics,review of financial economics,https://onlinelibrary.wiley.com/journal/18735924
0304-4092,Dialectical Anthropology,dialectical anthropology,https://www.springer.com/journal/10624
0003-4541,Annales Zoologici,annales zoologici,https://bioone.org/journals/annales-zoologici/issues
1757-2657,International Journal of Computer Aided Engineering and Technology,international journal of computer aided engineering and technology,https://www.inderscience.com/jhome.php?jcode=ijcaet
1743-1026,Outlooks on Pest Management,outlooks on pest management,http://www.ingentaconnect.com/content/resinf/opm
0219-7472,China: An International Journal,china: an international journal,https://muse.jhu.edu/journal/267
0974-3839,Advances in Applied Research,advances in applied research,https://www.indianjournals.com/ijor.aspx?target=ijor:aar1&type=home
0024-1164,Lethaia,lethaia,https://onlinelibrary.wiley.com/journal/15023931
1865-0929,Applied Informatics and Communication,applied informatics and communication,https://link.springer.com/book/10.1007/978-3-642-23220-6
2304-9650,European Journal of Contemporary Education,european journal of contemporary education,https://ejce.cherkasgu.press/
1055-0496,American Journal on Addictions,american journal on addictions,https://onlinelibrary.wiley.com/journal/15210391
0016-2590,FUKUSHIMA JOURNAL OF MEDICAL SCIENCE,fukushima journal of medical science,https://www.jstage.jst.go.jp/browse/fms
0954-1314,Journal of International Financial Management & Accounting,journal of international financial management & accounting,https://onlinelibrary.wiley.com/journal/1467646x
0302-9743,Mathematical Foundations of Computer Science 2004,mathematical foundations of computer science 2004,https://link.springer.com/book/10.1007/b99679
1852-4516,Informes Científicos Técnicos - UNPA,informes científicos técnicos - unpa,https://publicaciones.unpa.edu.ar/index.php/ICTUNPA
1741-1645,International Journal of Therapy and Rehabilitation,international journal of therapy and rehabilitation,https://www.magonlinelibrary.com/toc/ijtr/current
0302-9743,PRICAI'96: Topics in Artificial Intelligence,pricai'96: topics in artificial intelligence,https://link.springer.com/book/10.1007/3-540-61532-6
0912-0726,Nosotchu,nosotchu,https://publons.com/journal/226486/nosotchu/
0007-9367,Cactus and Succulent Journal,cactus and succulent journal,https://bioone.org/journals/cactus-and-succulent-journal/issues
0302-9743,Human Interface and the Management of Information. Information and Interaction,human interface and the management of information. information and interaction,https://link.springer.com/book/10.1007/978-3-319-40349-6
0969-594X,"Assessment in Education: Principles, Policy & Practice","assessment in education: principles, policy & practice",https://www.tandfonline.com/toc/caie20/current
1860-949X,From Motor Learning to Interaction Learning in Robots,from motor learning to interaction learning in robots,https://link.springer.com/book/10.1007/978-3-642-05181-4
0302-9743,Computer Assisted and Robotic Endoscopy and Clinical Image-Based Procedures,computer assisted and robotic endoscopy and clinical image-based procedures,https://link.springer.com/book/10.1007/978-3-319-67543-5
2070-4933,PHARMACOECONOMICS. Modern pharmacoeconomics and pharmacoepidemiology,pharmacoeconomics. modern pharmacoeconomics and pharmacoepidemiology,https://www.pharmacoeconomics.ru/
0741-6261,The RAND Journal of Economics,the rand journal of economics,https://www.rje.org/
0302-9743,Visual Informatics: Bridging Research and Practice,visual informatics: bridging research and practice,https://link.springer.com/book/10.1007/978-3-642-05036-7
0302-9743,Constraint Programming: Basics and Trends,constraint programming: basics and trends,https://link.springer.com/book/10.1007/3-540-59155-9
0302-9743,SOFSEM 2007: Theory and Practice of Computer Science,sofsem 2007: theory and practice of computer science,https://link.springer.com/book/10.1007/978-3-540-69507-3
2476-4906,Journal of Sport Biomechanics,journal of sport biomechanics,https://www.tandfonline.com/toc/rspb20/current
0068-0346,Emergence and Expansion of Preclassical Mechanics,emergence and expansion of preclassical mechanics,https://link.springer.com/book/10.1007/978-3-319-90345-3
0302-9743,Parallel Lisp: Languages and Systems,parallel lisp: languages and systems,https://www.springer.com/gp/book/9783540527824
1203-8407,Journal of Advanced Oxidation Technologies,journal of advanced oxidation technologies,https://www.degruyter.com/journal/key/jaots/html?lang=en
1865-0929,Cognitive Systems and Signal Processing,cognitive systems and signal processing,https://link.springer.com/book/10.1007/978-981-13-7983-3
0075-8434,Nonlinear Analysis and Optimization,nonlinear analysis and optimization,https://publons.com/journal/35439/journal-of-nonlinear-analysis-and-optimization-the/
0959-0552,International Journal of Retail & Distribution Management,international journal of retail & distribution management,https://www.emerald.com/insight/publication/issn/0959-0552
0097-6156,Insecticides of Plant Origin,insecticides of plant origin,https://naldc.nal.usda.gov/download/IND43894204/PDF
0068-0346,Objectivity in Science,objectivity in science,https://plato.stanford.edu/entries/scientific-objectivity/
2303-3703,Journal of Telematics and Informatics,journal of telematics and informatics,https://www.journals.elsevier.com/telematics-and-informatics
0302-9743,A Future for Knowledge Acquisition,a future for knowledge acquisition,https://link.springer.com/book/10.1007/3-540-58487-0
0013-9580,Epilepsia,epilepsia,https://onlinelibrary.wiley.com/journal/15281167
0302-9743,"Intelligent, Secure, and Dependable Systems in Distributed and Cloud Environments","intelligent, secure, and dependable systems in distributed and cloud environments",https://link.springer.com/book/10.1007/978-3-319-69155-8
0009-2347,Chemical & Engineering News,chemical & engineering news,https://www.merriam-webster.com/dictionary/chemical
0065-2598,Biomedical Visualisation,biomedical visualisation,https://www.coursera.org/learn/biomedvis
0302-9743,Network Optimization,network optimization,https://www.auvik.com/franklyit/blog/network-optimization/
0302-9743,FM 2011: Formal Methods,fm 2011: formal methods,https://link.springer.com/book/10.1007/978-3-642-21437-0
2398-9173,Cambridge International Law Journal,cambridge international law journal,http://cilj.co.uk/
0097-6156,Partnerships in Chemical Research and Education,partnerships in chemical research and education,https://www.nsf.gov/pubs/2021/nsf21620/nsf21620.htm
0097-6156,Porphyrins,porphyrins,https://www.mayoclinic.org/diseases-conditions/porphyria/symptoms-causes/syc-20356066
1747-1532,Journal Of Intellectual Property Law and Practice,journal of intellectual property law and practice,https://academic.oup.com/jiplp
1860-949X,Fault Diagnosis Inverse Problems: Solution with Metaheuristics,fault diagnosis inverse problems: solution with metaheuristics,https://link.springer.com/book/10.1007/978-3-319-89978-7
0025-729X,The Medical Journal of Australia,the medical journal of australia,https://www.mja.com.au/
0075-8434,Combinatorial Mathematics VIII,combinatorial mathematics viii,https://link.springer.com/book/10.1007/BFb0091801
1461-0213,Linguistic Recycling,linguistic recycling,https://benjamins.com/catalog/aila.33
0065-2598,Periostin,periostin,https://www.frontiersin.org/articles/10.3389/fonc.2018.00225/full
0097-6156,Industrial-Academic Interfacing,industrial-academic interfacing,https://www.jstor.org/stable/24115393
0075-8434,Totale absolutkrümmung in Differentialgeometrie und -topologie,totale absolutkrümmung in differentialgeometrie und -topologie,https://eudml.org/doc/154700
0075-8434,Cauchy Problem for Differential Operators with Double Characteristics,cauchy problem for differential operators with double characteristics,https://link.springer.com/book/10.1007/978-3-319-67612-8
0097-6156,"Ionic Liquid Applications: Pharmaceuticals, Therapeutics, and Biotechnology","ionic liquid applications: pharmaceuticals, therapeutics, and biotechnology",https://pubs.acs.org/doi/10.1021/bk-2010-1038
0075-8434,Theory of a Higher-Order Sturm-Liouville Equation,theory of a higher-order sturm-liouville equation,https://link.springer.com/book/10.1007/BFb0094700
0171-2004,Pharmacology and Therapeutics of Asthma and COPD,pharmacology and therapeutics of asthma and copd,https://link.springer.com/book/10.1007/978-3-319-52175-6
0097-6156,Nuts and Bolts of Chemical Education Research,nuts and bolts of chemical education research,https://pubs.acs.org/isbn/9780841269583
0097-6156,Computer Modeling of Carbohydrate Molecules,computer modeling of carbohydrate molecules,https://pubs.acs.org/doi/pdf/10.1021/bk-1990-0430.ch001
0302-9743,Knowledge Processing and Data Analysis,knowledge processing and data analysis,https://link.springer.com/book/10.1007/978-3-642-22140-8
0065-2598,Optical Imaging in Human Disease and Biological Research,optical imaging in human disease and biological research,https://link.springer.com/book/10.1007/978-981-15-7627-0
0075-8434,The Tame Fundamental Group of a Formal Neighbourhood of a Divisor with Normal Crossings on a Scheme,the tame fundamental group of a formal neighbourhood of a divisor with normal crossings on a scheme,https://link.springer.com/book/10.1007/BFb0069608
0075-8442,Dynamic Modelling of Stochastic Demand for Manufacturing Employment,dynamic modelling of stochastic demand for manufacturing employment,https://link.springer.com/book/10.1007/978-3-642-45676-3
0081-3869,Low Energy Hadron Interactions,low energy hadron interactions,https://link.springer.com/book/10.1007/BFb0044986
0075-8434,Mathematical Modeling in Biomedical Imaging II,mathematical modeling in biomedical imaging ii,https://link.springer.com/book/10.1007/978-3-642-22990-9
0890-7064,Journal of Psychology & Human Sexuality,journal of psychology & human sexuality,https://www.tandfonline.com/toc/vjrl20/current
0075-8434,Transformation Groups and Algebraic K-Theory,transformation groups and algebraic k-theory,https://link.springer.com/book/10.1007/BFb0083681
1753-3562,December 2019,december 2019,https://www.timeanddate.com/calendar/monthly.html?year=2019&month=12&country=1
0302-5144,Renal Cortical Necrosis,renal cortical necrosis,https://emedicine.medscape.com/article/983599-overview
0169-4243,Journal of Adhesion Science and Technology,journal of adhesion science and technology,https://www.tandfonline.com/toc/tast20/current
1975-9320,Journal of Convergence Information Technology,journal of convergence information technology,https://www.scimagojr.com/journalsearch.php?q=19700186893&tip=sid
1618-2642,Analytical and Bioanalytical Chemistry,analytical and bioanalytical chemistry,https://www.springer.com/journal/216
0037-5497,SIMULATION,simulation,https://www.scientificamerican.com/article/do-we-live-in-a-simulation-chances-are-about-50-50/
0271-9517,NACADA Journal,nacada journal,https://nacada.ksu.edu/Resources/Journal.aspx
0158-4197,Emu - Austral Ornithology,emu - austral ornithology,https://www.tandfonline.com/toc/temu20/current
1079-2082,American Journal of Health-System Pharmacy,american journal of health-system pharmacy,https://academic.oup.com/ajhp
0176-4276,Constructive Approximation,constructive approximation,https://www.springer.com/journal/365
0950-0170,"Work, Employment and Society","work, employment and society",https://journals.sagepub.com/home/wes
0018-0092,Hellenic Journal of Surgery,hellenic journal of surgery,https://www.springer.com/journal/13126
0453-4514,Journal of the Operations Research Society of Japan,journal of the operations research society of japan,https://www.jstage.jst.go.jp/browse/jorsj
0066-4154,Annual Review of Biochemistry,annual review of biochemistry,https://www.annualreviews.org/journal/biochem
0148-4184,Accounting Historians Journal,accounting historians journal,https://aaahq.org/AAH/Journal/Accounting-Historians-Journal
0191-4847,The Radical Teacher,the radical teacher,https://radicalteacher.library.pitt.edu/
0044-2313,Zeitschrift f�r anorganische und allgemeine Chemie,zeitschrift f�r anorganische und allgemeine chemie,https://onlinelibrary.wiley.com/journal/15213749
1077-2626,IEEE Transactions on Visualization and Computer Graphics,ieee transactions on visualization and computer graphics,https://www.computer.org/csdl/journal/tg
0730-3300,Textures and Microstructures,textures and microstructures,https://www.tandfonline.com/toc/gtam20/current
1010-5395,Asia Pacific Journal of Public Health,asia pacific journal of public health,https://journals.sagepub.com/home/aph
0071-3260,Evolutionary Biology,evolutionary biology,https://www.nature.com/subjects/evolutionary-biology
0891-1150,Cleveland Clinic Journal of Medicine,cleveland clinic journal of medicine,https://www.ccjm.org/
0011-4626,Czechoslovak Journal of Physics,czechoslovak journal of physics,https://www.springer.com/journal/10582
0001-7701,General Relativity and Gravitation,general relativity and gravitation,https://www.springer.com/journal/10714
0013-8703,Entomologia Experimentalis et Applicata,entomologia experimentalis et applicata,https://onlinelibrary.wiley.com/journal/15707458
1461-1457,The International Journal of Neuropsychopharmacology,the international journal of neuropsychopharmacology,https://academic.oup.com/ijnp
1355-8145,Cell Stress and Chaperones,cell stress and chaperones,https://www.springer.com/journal/12192
0016-9862,Gifted Child Quarterly,gifted child quarterly,https://journals.sagepub.com/home/gcq
0014-3065,Potato Research,potato research,https://www.springer.com/journal/11540
1536-5042,Contexts,contexts,https://contexts.org/
1080-7039,Human and Ecological Risk Assessment: An International Journal,human and ecological risk assessment: an international journal,https://www.tandfonline.com/toc/bher20/current
1523-3847,Current Infectious Disease Reports,current infectious disease reports,https://www.springer.com/journal/11908
0894-0886,Synchrotron Radiation News,synchrotron radiation news,https://www.tandfonline.com/loi/gsrn20
1549-9596,Journal of Chemical Information and Modeling,journal of chemical information and modeling,https://pubs.acs.org/journal/jcisd8
0915-5635,Digestive Endoscopy,digestive endoscopy,https://onlinelibrary.wiley.com/journal/14431661
0272-4634,Journal of Vertebrate Paleontology,journal of vertebrate paleontology,https://vertpaleo.org/journal-of-vertebrate-paleontology/
1814-232X,African Journal of Marine Science,african journal of marine science,https://www.tandfonline.com/toc/tams20/current
0045-205X,Biologie in unserer Zeit,biologie in unserer zeit,https://onlinelibrary.wiley.com/journal/1521415x
1367-8868,Human Resource Development International,human resource development international,https://www.tandfonline.com/toc/rhrd20/current
1064-8011,The Journal of Strength and Conditioning Research,the journal of strength and conditioning research,https://journals.lww.com/nsca-jscr/pages/default.aspx
0278-3649,International Journal of Robotics Research,international journal of robotics research,https://journals.sagepub.com/home/ijr
1745-6436,International Journal of Vehicle Systems Modelling and Testing,international journal of vehicle systems modelling and testing,https://www.inderscience.com/jhome.php?jcode=ijvsmt
0027-4909,The Muslim World,the muslim world,https://onlinelibrary.wiley.com/journal/14781913
0141-6421,Journal of Petroleum Geology,journal of petroleum geology,https://onlinelibrary.wiley.com/journal/17475457
1708-5381,Vascular,vascular,https://medlineplus.gov/vasculardiseases.html
1522-8339,Native Plants Journal,native plants journal,https://uwpress.wisc.edu/journals/journals/npj.html
1464-2662,HIV Medicine,hiv medicine,https://hivinfo.nih.gov/understanding-hiv/fact-sheets/fda-approved-hiv-medicines
1172-7047,CNS Drugs,cns drugs,https://www.springer.com/journal/40263
0266-8734,Psychoanalytic Psychotherapy,psychoanalytic psychotherapy,https://apsa.org/content/psychoanalytic-psychotherapy
0165-0254,International Journal of Behavioral Development,international journal of behavioral development,https://journals.sagepub.com/home/jbd
0258-3690,ICSID Review - Foreign Investment Law Journal,icsid review - foreign investment law journal,https://academic.oup.com/icsidreview
1439-5142,Balint Journal,balint journal,https://balint.co.uk/journal-of-the-balint-society/
1523-4614,Manufacturing & Service Operations Management,manufacturing & service operations management,https://www.britannica.com/technology/manufacturing
1745-6452,Journal of Banking Regulation,journal of banking regulation,https://www.palgrave.com/41261
2189-0102,The Horticulture Journal,the horticulture journal,http://hortj.org/
1050-4753,Behavioral Research in Accounting,behavioral research in accounting,https://aaahq.org/Research/Journals/Section-Journal-Home-Pages/Behavioral-Research-in-Accounting
1865-0929,"Parallel Architecture, Algorithm and Programming","parallel architecture, algorithm and programming",https://link.springer.com/book/10.1007/978-981-10-6442-5
1389-2258,Journal of Micromechatronics,journal of micromechatronics,https://brill.com/view/journals/jmm/jmm-overview.xml
0268-6902,Managerial Auditing Journal,managerial auditing journal,https://www.emerald.com/insight/publication/issn/0268-6902
1860-949X,Iterative-Interpolation Super-Resolution Image Reconstruction,iterative-interpolation super-resolution image reconstruction,https://link.springer.com/book/10.1007/978-3-642-00385-1
0302-9743,Recent Advances in Constraints,recent advances in constraints,https://link.springer.com/book/10.1007/b96986
1024-1221,Main Group Chemistry,main group chemistry,https://www.iospress.com/catalog/journals/main-group-chemistry
0097-6156,Perspectives in Molecular Sieve Science,perspectives in molecular sieve science,https://pubs.acs.org/isbn/9780841214767
0267-1379,Current Opinion in Gastroenterology,current opinion in gastroenterology,https://journals.lww.com/co-gastroenterology/pages/default.aspx
0021-9355,The Journal of Bone & Joint Surgery,the journal of bone & joint surgery,https://www.jbjs.org/
0148-9909,Journal of the Technical Councils of ASCE,journal of the technical councils of asce,https://ascelibrary.org/toc/jtcad9/108/1
1821-1925,Medicinski glasnik Specijalne bolnice za bolesti štitaste žlezde i bolesti metabolizma,medicinski glasnik specijalne bolnice za bolesti štitaste žlezde i bolesti metabolizma,https://www.cigota.rs/medicinskiglasnik
0065-2598,Amino Acids in Nutrition and Health,amino acids in nutrition and health,https://link.springer.com/book/10.1007/978-3-030-45328-2
1865-0929,Optimization in the Natural Sciences,optimization in the natural sciences,https://link.springer.com/book/10.1007/978-3-319-20352-2
0302-9743,Results and Trends in Theoretical Computer Science,results and trends in theoretical computer science,https://link.springer.com/book/10.1007/3-540-58131-6
1079-9893,Journal of Receptor and Signal Transduction Research,journal of receptor and signal transduction research,https://www.tandfonline.com/toc/irst20/current
0044-6394,Adverse Drug Reaction Bulletin,adverse drug reaction bulletin,https://journals.lww.com/adversedrugreactbull/pages/default.aspx
0070-217X,"Viruses, Genes, and Cancer","viruses, genes, and cancer",https://www.nature.com/articles/s41588-019-0558-9
0302-9743,Finite Fields and Applications,finite fields and applications,https://www.journals.elsevier.com/finite-fields-and-their-applications
0097-6156,Imaging in Chemical Dynamics,imaging in chemical dynamics,https://pubs.acs.org/doi/10.1021/jp0526086
0924-1884,Interpreting Research,interpreting research,http://www.uniteforsight.org/public-health-management/interpret-research-studies
1387-6732,Cross-Linguistic Perspectives on the Development of Text-Production Abilities in Speech and Writing. Part 1,cross-linguistic perspectives on the development of text-production abilities in speech and writing. part 1,https://benjamins.com/catalog/wll.5.1
2408-8986,RUDN Journal of Economics,rudn journal of economics,http://journals.rudn.ru/economics
0255-7193,Clay Research,clay research,https://www.claymath.org/research
1568-1483,Linguistic Variation Yearbook,linguistic variation yearbook,https://benjamins.com/catalog/livy
0302-9743,Service-Oriented Computing – ICSOC 2008,service-oriented computing – icsoc 2008,https://link.springer.com/book/10.1007/978-3-540-89652-4
2360-0853,Journal of Evidence-Based Psychotherapies,journal of evidence-based psychotherapies,http://jebp.psychotherapy.ro/
0097-6156,Lignin and Lignan Biosynthesis,lignin and lignan biosynthesis,https://pubs.acs.org/doi/pdf/10.1021/bk-1998-0697.ch001
0302-9743,Topics in Cryptology – CT-RSA 2005,topics in cryptology – ct-rsa 2005,https://link.springer.com/book/10.1007/b105222
0303-4216,Excimer Lasers,excimer lasers,https://www.sciencedirect.com/topics/biochemistry-genetics-and-molecular-biology/excimer-laser
0075-8434,Desingularization: Invariants and Strategy,desingularization: invariants and strategy,https://link.springer.com/book/10.1007/978-3-030-52640-5
0097-6156,Cycloaddition Reactions in Carbohydrate Chemistry,cycloaddition reactions in carbohydrate chemistry,https://pubs.acs.org/doi/pdf/10.1021/bk-1992-0494.ix002
0101-9031,Educação,educação,http://www.educacao.sp.gov.br/
0097-6156,State-of-the-Art and Emerging Technologies for Therapeutic Monoclonal Antibody Characterization Volume 3. Defining the Next Generation of Analytical and Biophysical Techniques,state-of-the-art and emerging technologies for therapeutic monoclonal antibody characterization volume 3. defining the next generation of analytical and biophysical techniques,https://pubs.acs.org/doi/10.1021/bk-2015-1202
0097-6156,The Posthumous Nobel Prize in Chemistry. Volume 1. Correcting the Errors and Oversights of the Nobel Prize Committee,the posthumous nobel prize in chemistry. volume 1. correcting the errors and oversights of the nobel prize committee,https://www.ebay.com/itm/353575015706
0075-8434,Matrix Methods in Analysis,matrix methods in analysis,https://link.springer.com/book/10.1007/BFb0072264
0302-9743,Mastering Scale and Complexity in Software Reuse,mastering scale and complexity in software reuse,https://link.springer.com/book/10.1007/978-3-319-56856-0
1077-727X,Family and Consumer Sciences Research Journal,family and consumer sciences research journal,https://onlinelibrary.wiley.com/journal/15523934
0075-8434,Probability in Banach Spaces V,probability in banach spaces v,https://link.springer.com/book/10.1007/BFb0074941
0075-8434,Multiplication of Distributions,multiplication of distributions,https://encyclopediaofmath.org/wiki/Multiplication_of_distributions
0075-8434,Dynamical and Geometric Aspects of Hamilton-Jacobi and Linearized Monge-Ampère Equations,dynamical and geometric aspects of hamilton-jacobi and linearized monge-ampère equations,https://link.springer.com/book/10.1007/978-3-319-54208-9
1301-5680,Turkish Journal of Thoracic and Cardiovascular Surgery,turkish journal of thoracic and cardiovascular surgery,https://tgkdc.dergisi.org/
1743-3517,Computational Finance and its Applications III,computational finance and its applications iii,https://www.witpress.com/books/978-1-84564-111-5
0340-5354,Deutsche Zeitschrift ür Nervenheilkunde,deutsche zeitschrift ür nervenheilkunde,https://www.worldcat.org/title/deutsche-zeitschrift-fur-nervenheilkunde/oclc/1566471
1056-8751,ACP Journal Club,acp journal club,https://www.acponline.org/clinical-information/journals-publications/acp-journal-club
1865-0929,Sport Science Research and Technology Support,sport science research and technology support,https://link.springer.com/book/10.1007/978-3-319-52770-3
0927-3042,Cancer Policy: Pharmaceutical Safety,cancer policy: pharmaceutical safety,https://link.springer.com/book/10.1007/978-3-319-43896-2
0075-8434,Quantum Independent Increment Processes I,quantum independent increment processes i,https://link.springer.com/book/10.1007/b105131
0302-9743,Concept Lattices and Their Applications,concept lattices and their applications,https://link.springer.com/book/10.1007/978-3-540-78921-5
1552-5031,Concepts in Magnetic Resonance Part B,concepts in magnetic resonance part b,https://onlinelibrary.wiley.com/journal/1552504x
0268-3369,Bone Marrow Transplantation,bone marrow transplantation,https://www.nature.com/bmt/
0957-4352,International Journal of Environment and Pollution,international journal of environment and pollution,https://www.inderscience.com/jhome.php?jcode=ijep
0218-0006,Annals of Combinatorics,annals of combinatorics,https://www.springer.com/journal/26
1438-3276,MMW - Fortschritte der Medizin,mmw - fortschritte der medizin,https://www.springer.com/journal/15006
0932-8122,Die Hebamme,die hebamme,https://www.imdb.com/title/tt3353040/
2193-6218,Medizinische Klinik - Intensivmedizin und Notfallmedizin,medizinische klinik - intensivmedizin und notfallmedizin,https://www.springer.com/journal/63
0956-540X,Geophysical Journal International,geophysical journal international,https://academic.oup.com/gji
1475-3839,Bulletin of Hispanic Studies,bulletin of hispanic studies,https://www.liverpooluniversitypress.co.uk/journals/id/60/
1047-6938,Optics and Photonics News,optics and photonics news,https://www.optica-opn.org/
0886-3687,Compensation & Benefits Review,compensation & benefits review,https://www.dictionary.com/browse/compensation
0905-9180,European Respiratory Review,european respiratory review,https://err.ersjournals.com/
0902-0055,Oral Microbiology and Immunology,oral microbiology and immunology,https://www.wiley.com/en-us/Oral+Microbiology+and+Immunology%2C+3rd+Edition-p-9781683672906
0740-3194,Magnetic Resonance in Medicine,magnetic resonance in medicine,https://onlinelibrary.wiley.com/journal/15222594
0722-219X,TumorDiagnostik & Therapie,tumordiagnostik & therapie,https://www.thieme-connect.com/products/ejournals/journal/10.1055/s-00000088
0897-7151,Journal of Neurotrauma,journal of neurotrauma,https://home.liebertpub.com/publications/journal-of-neurotrauma/39/overview
1052-8008,Marketing Education Review,marketing education review,https://www.tandfonline.com/toc/mmer20/current
0020-7543,International Journal of Production Research,international journal of production research,https://www.tandfonline.com/toc/tprs20/current
0046-3892,Financial Management,financial management,https://www.fma.org/
0928-1371,European Journal on Criminal Policy and Research,european journal on criminal policy and research,https://www.springer.com/journal/10610
1996-3599,Building Simulation,building simulation,https://www.springer.com/journal/12273
0049-4488,Transportation,transportation,https://www.transportation.gov/
0009-1383,Change: The Magazine of Higher Learning,change: the magazine of higher learning,https://www.tandfonline.com/toc/vchn20/current
1882-4889,"SICE Journal of Control, Measurement, and System Integration","sice journal of control, measurement, and system integration",https://www.tandfonline.com/toc/tmsi20/current
1398-2273,Transplant Infectious Disease,transplant infectious disease,https://onlinelibrary.wiley.com/journal/13993062
0018-2680,History of Education Quarterly,history of education quarterly,https://www.cambridge.org/core/journals/history-of-education-quarterly
2302-9285,Bulletin of Electrical Engineering and Informatics,bulletin of electrical engineering and informatics,https://beei.org/
1219-7580,Acta Physica Hungarica A) Heavy Ion Physics,acta physica hungarica a) heavy ion physics,https://link.springer.com/journal/12656/volumes-and-issues
0378-2697,Oesterreichische Botanische Zeitschrift,oesterreichische botanische zeitschrift,https://www.biodiversitylibrary.org/bibliography/40988
0022-278X,The Journal of Modern African Studies,the journal of modern african studies,https://www.cambridge.org/core/journals/journal-of-modern-african-studies
1548-1131,International Journal of E-Business Research,international journal of e-business research,https://www.igi-global.com/journal/international-journal-business-research/1088
1054-9811,Journal of Sustainable Forestry,journal of sustainable forestry,https://www.tandfonline.com/toc/wjsf20/current
