Issn,journal_name
0097-6156,Enzymes in Food and Beverage Processing
0075-8434,Open Quantum Systems III
0302-9743,Automated Deduction in Equational Logic and Cubic Curves
1257-5011,World Rabbit Science
0719-2452,Journal of Natural Resources and Development
1436-6002,Chiral Lewis Acids
0302-9743,Algorithmic Methods for Railway Optimization
0066-5452,Asymptotics of Elliptic and Parabolic PDEs
0075-8434,Metaplectic Groups and Segal Algebras
2395-1435,AGRICULTURAL RESEARCH JOURNAL
0075-8434,"Divergent Series, Summability and Resurgence II"
1696-4713,"REICE. Revista Iberoamericana sobre Calidad, Eficacia y Cambio en Educación"
1865-0929,Modeling and Simulation of Social-Behavioral Phenomena in Creative Societies
0075-8434,Local Cohomology
1819-6357,Libyan Journal of Medicine
0075-8450,Dynamics of Coupled Map Lattices and of Related Spatially Extended Systems
0976-7258,Educational Quest- An International Journal of Education and Applied Social Science
1540-7985,IEEE Power Electronics Letters
0364-2313,World Journal of Surgery
0010-4620,The Computer Journal
0007-0920,British Journal of Cancer
0304-4289,Pramana
0302-4350,Aktuelle Neurologie
1084-5453,Environmental History
0723-8886,Medizinrecht
1046-8781,Simulation & Gaming
0032-3888,Polymer Engineering & Science
1462-0049,Evidence-Based Dentistry
1040-0397,Electroanalysis
1447-9508,The International Journal of the Humanities: Annual Review
0090-6905,Journal of Psycholinguistic Research
0014-4940,The Explicator
1064-2269,Journal of Communications Technology and Electronics
2305-5839,Annals of Translational Medicine
1124-3694,Uniform Law Review - Revue de droit uniforme
0265-5012,IDS Bulletin
0317-1671,Canadian Journal of Neurological Sciences / Journal Canadien des Sciences Neurologiques
1080-0549,Clinical Reviews in Allergy & Immunology
1865-0929,Pattern Recognition
0896-8608,Peritoneal Dialysis International: Journal of the International Society for Peritoneal Dialysis
1085-9489,Journal of the Peripheral Nervous System
2156-8359,International Journal of Geosciences
0964-704X,Journal of the History of the Neurosciences
0177-7971,Meteorology and Atmospheric Physics
0954-6820,Journal of Internal Medicine
2157-944X,Food and Nutrition Sciences
0302-9743,The Semantic Web: ESWC 2018 Satellite Events
1290-7839,Critique internationale
0015-752X,Forestry: An International Journal Of Forest Research
0894-9867,Journal of Traumatic Stress
0047-2689,Journal of Physical and Chemical Reference Data
1738-2696,Tissue Engineering and Regenerative Medicine
1471-8278,Molecular Ecology Notes
1756-6517,International Journal of Shipping and Transport Logistics
0361-6843,Psychology of Women Quarterly
1527-6988,Natural Hazards Review
1867-1616,Marine Biodiversity
0929-1261,European Journal of Law and Economics
1461-9555,Agricultural and Forest Entomology
1387-3326,Information Systems Frontiers
0048-8593,Romantisme
0976-3201,Learning Community-An International Journal of Educational and Social Development
0033-4553,Pure and Applied Geophysics PAGEOPH
0021-843X,Journal of Abnormal Psychology
1369-7412,Journal of the Royal Statistical Society: Series B (Statistical Methodology)
0031-6768,Pfl�gers Archiv f�r die Gesamte Physiologie des Menschen und der Tiere
0952-3499,Journal of Molecular Recognition
0020-871X,International Social Security Review
2155-644X,Recruiting & Retaining Adult Learners
1015-3802,Urban Forum
0302-9743,Interactive Collaborative Robotics
1868-6478,Evolving Systems
0075-4102,Journal für die reine und angewandte Mathematik
1695-4033,Anales de Pediatría
0829-3201,Canadian Journal of Law and Society / Revue Canadienne Droit et Société
0302-9743,Chinese Computational Linguistics and Natural Language Processing Based on Naturally Annotated Big Data
1351-847X,The European Journal of Finance
0031-2746,Past and Present
1550-3585,Annual Review of Law and Social Science
1728-2756,International Trends / Mezhdunarodnye protsessy
2040-8021,"Sustainability Accounting, Management and Policy Journal"
1744-6619,The Journal of Credit Risk
1860-949X,"Computational Intelligence Methods in COVID-19: Surveillance, Prevention, Prediction and Diagnosis"
1891-943X,Nordic Journal of Digital Literacy
1460-728X,Legal Ethics
1865-0929,Global Trends in Information Systems and Software Applications
1424-862X,Neurosignals
1008-1321,Forestry Studies in China
2384-4434,Korean Journal of Dental Materials
2090-1380,Influenza Research and Treatment
0972-9860,"Asian Journal of Water, Environment and Pollution"
0300-8614,Archiv für klinische und experimentelle Dermatologie
1017-6772,African Development Review
1865-0929,"Advances in Computing, Communication and Control"
1302-0471,Gulhane Medical Journal
0027-2507,Mount Sinai Journal of Medicine: A Journal of Translational and Personalized Medicine
0888-7993,Accounting Horizons
0742-6046,Psychology & Marketing
1099-3460,Journal of Urban Health: Bulletin of the New York Academy of Medicine
0075-8434,Algebraic K-Theory
0302-9743,Verification: Theory and Practice
1865-0929,"Secure and Trust Computing, Data Management, and Applications"
1082-989X,Psychological Methods
0027-254X,Wyoming Geochronology
0302-9743,"Advances in Web and Network Technologies, and Information Management"
1479-4713,International Journal of Performance Arts & Digital Media
0075-8434,Stochastic Porous Media Equations
0302-9743,AI 2012: Advances in Artificial Intelligence
0171-2004,Cadmium
0250-3751,"New Microsurgical Concepts, Posterior and Anterior Segments"
2588-1124,VNU Journal of Science: Mathematics - Physics
0075-8434,Structure des Schémas en Groupes Réductifs
0171-2004,The Pharmacology of Sleep
0950-2378,New Formations
0065-2598,Medical Research and Development
2193-1402,Statistics & Risk Modeling
0080-0015,Small Molecules in Oncology
1865-0929,"High-Performance Computing Systems and Technologies in Scientific Research, Automation of Control and Production"
0208-6425,Chemical and Process Engineering
0097-6156,"Sequence-Controlled Polymers: Synthesis, Self-Assembly, and Properties"
1055-3835,Journal of Addictions & Offender Counseling
0302-9743,Human-Computer Interaction. Interaction Technologies
0097-6156,"Functional Nanoparticles for Bioanalysis, Nanomedicine, and Bioelectronic Devices Volume 1"
0302-9743,Beyond the Horizon of Computability
1359-5474,Tizard Learning Disability Review
0097-6156,Inverse Gas Chromatography
0302-9743,Conformal and Probabilistic Prediction with Applications
0097-6156,Intentional and Unintentional Contaminants in Food and Feed
0929-600X,Tijdschrift Voor Bedrijfs- en Verzekeringsgeneeskunde
2078-8703,Journal of the Royal Medical Services
0276-1114,Modern Judaism - A Journal of Jewish Ideas and Experience
0276-1114,Modern Judaism - A Journal of Jewish Ideas and Experience
0075-8434,Vortex Methods
0075-8434,Séminaire de Probabilités XLVIII
0075-8434,Nonlinear Partial Differential Equations and Applications
0065-2598,Advances in Biomedicine
1788-6244,Studia Musicologica
2454-2261,"International Research Journal of Engineering, IT and Scientific Research"
0075-8434,Elliptic Genera and Vertex Operator Super-Algebras
0179-5953,Reviews of Environmental Contamination and Toxicology Volume 252
0302-9743,Advanced Infocomm Technology
0302-9743,Progress in Cryptology – AFRICACRYPT 2011
0177-0667,Engineering With Computers
0341-2040,Pneumologie - Pneumology
1387-6759,Functional Linguistics and Contrastive Description
0075-8434,Probability Theory on Vector Spaces
0075-8434,Supersymmetry in Mathematics and Physics
0081-3869,Neutrino Mass
0122-820X,Respuestas
0081-3869,Surface Scattering Experiments with Conduction Electrons
1558-9544,Forum for Health Economics & Policy
1573-398X,Current Respiratory Medicine Reviews
0065-3195,Polythiophenes - Electrically Conductive Polymers
1548-7091,Nature Methods
1475-3898,Quality and Safety in Health Care
0010-4175,Comparative Studies in Society and History
1346-8014,Journal of Advanced Concrete Technology
1936-1653,Journal of LGBT Youth
1687-725X,Journal of Sensors
1524-9050,IEEE Transactions on Intelligent Transportation Systems
0040-1706,Technometrics
1874-5490,Neuroethics
1053-8801,Publishing Research Quarterly
0964-6906,Human Molecular Genetics
0385-7417,Behaviormetrika
0146-1672,Personality and Social Psychology Bulletin
1749-6403,British Journal of Cardiac Nursing
1061-1711,International Journal of Angiology
0190-9320,Political Behavior
1433-2779,International Journal on Software Tools for Technology Transfer
2095-8226,Science China Materials
2349-3933,International Journal of Advances in Medicine
0922-4777,Reading and Writing
2414-990X,Problems of Legality
0999-7385,Sang thrombose vaisseaux
0133-3720,Cereal Research Communications
0734-9343,Coal Preparation
0002-9920,Notices of the American Mathematical Society
1341-8998,Ichthyological Research
0824-2577,Informal Logic
0034-6586,Review of Income and Wealth
1035-8811,The Australian Journal of Anthropology
0068-2454,The Annual of the British School at Athens
1558-7916,"IEEE Transactions on Audio, Speech, and Language Processing"
1226-9328,Geosystem Engineering
0968-5243,"MAGMA Magnetic Resonance Materials in Physics, Biology and Medicine"
1463-6786,The Manchester School
0210-2773,Aula Abierta
1943-1562,Psychology of Religion and Spirituality
0302-9743,Pattern Recognition and Machine Intelligence
0046-9580,"INQUIRY: The Journal of Health Care Organization, Provision, and Financing"
0950-5431,Science as Culture
0170-6233,Berichte zur Wissenschafts-Geschichte
0302-9743,Image Analysis and Processing – ICIAP 2019
0078-6594,Ornithological Monographs
1753-8947,International Journal of Digital Earth
2223-7690,Friction
0065-2598,Hypoxia
0020-3157,Annals of the Institute of Statistical Mathematics
1069-3971,Cross-Cultural Research
0332-1460,Irish Studies in International Affairs
1424-6074,Developments in Biologicals
0022-166X,Journal of Human Resources
1342-310X,Journal of the Sedimentological Society of Japan
0075-8434,Proceedings of the Symposium on Differential Equations and Dynamical Systems
1023-6244,Marine and Freshwater Behaviour and Physiology
1742-9145,Journal of Plant Interactions
1473-6357,Bulletin of The Royal College of Surgeons of England
0167-9848,Husserl Studies
0944-6524,Production Engineering
1751-2549,Advances in Building Energy Research
0019-5413,Indian Journal of Orthopaedics
1473-8716,Information Visualization
1880-1323,Japanese Journal of Forensic Science and Technology
0047-2336,Journal of Contemporary Asia
0019-6061,Indian Pediatrics
1578-7303,"Revista de la Real Academia de Ciencias Exactas, Físicas y Naturales. Serie A. Matemáticas"
0909-6396,Wildlife Biology
0065-2598,Phosphate Metabolism
0075-8434,Geometric Dynamics
1538-5132,Journal of Planning History
2162-6359,International Journal of Economics & Management Sciences
0121-1617,Historia Crítica
0021-8294,Journal for the Scientific Study of Religion
1319-6138,Neurosciences
1932-5614,"Journal of Aging, Humanities, and the Arts"
0302-9743,Computer Aided Systems Theory – EUROCAST 2005
1473-6691,Journal of the ICRU
1782-7183,Viking and Medieval Scandinavia
1465-3591,Journal of Qur'anic Studies
1590-9158,PharmacoEconomics Italian Research Articles
0975-2315,Current Advances in Agricultural Sciences(An International Journal)
1931-4523,Communications in Number Theory and Physics
1077-3509,Progress in Tourism and Hospitality Research
1983-4675,Acta Scientiarum Language and Culture
1601-1538,Endodontic Topics
0065-2598,Biomechanics in Oncology
0954-1314,Journal of International Financial Management and Accounting
0271-4132,"Categorification in Geometry, Topology, and Physics"
1234-3544,Research Works of Air Force Institute of Technology
1567-9896,ARIES
0974-1712,International Journal of Agriculture Environment and Biotechnology
1743-2197,Cultural Politics: an International Journal
1865-0929,Semantic Technology
1865-0929,Emerging Trends and Applications in Information Communication Technologies
1224-5984,Romanian Biotechnological Letters
0075-8450,Nonlinear Problems in Theoretical Physics
2249-1570,International Journal of food and fermentation technology
0075-8434,Differential Equations in Banach Spaces
0097-6156,Production and Purification of Ultraclean Transportation Fuels
0097-6156,Chromatography of Polymers
0097-6156,Catalysis Under Transient Conditions
0097-6156,Enzyme Applications in Fiber Processing
0097-6156,Liquid Chromatography/Mass Spectrometry
0065-2598,Coronavirus Disease - COVID-19
0743-3808,"Behavior Research Methods, Instruments & Computers"
1543-1894,Cardiovascular Disease
0081-6353,Studia Celtica
0302-9743,Design and Implementation of Large Spatial Databases
0065-2598,Data and Text Processing for Health and Life Sciences
1407-981X,Acta Chirurgica Latviensis
0302-9743,Transactions on Large-Scale Data- and Knowledge-Centered Systems XXXI
0097-6156,Modern Container Coatings
1724-8698,Linguæ & - Rivista di lingue e culture moderne
1462-3994,Expert Reviews in Molecular Medicine
0303-4216,Light Scattering in Solids
0075-8434,Viscosity Solutions and Applications
0075-8434,Formally p-adic Fields
2195-0156,Journal of Contemporary Drama in English
0270-3181,Physical & Occupational Therapy in Geriatrics
0302-9743,Radio Frequency Identification
0302-9743,HCI International 2020 - Late Breaking Papers: User Experience Design and Case Studies
0974-1712,"INTERNATIONAL JOURNAL OF AGRICULTURE, ENVIRONMENT AND BIOTECHNOLOGY"
0075-8434,Quantum Lie Theory
2218-0230,Zanco journal of pure and applied sciences
0141-5492,Biotechnology Letters MD
1749-7728,Education for Chemical Engineers
1687-8450,Journal of Oncology
0022-4812,The Journal of Symbolic Logic
0175-8659,Journal of Applied Ichthyology
1537-4416,Journal of Clinical Child & Adolescent Psychology
0044-7994,Journal of the Soil Mechanics and Foundations Division
0112-1642,Sports Medicine
1366-2716,Industry & Innovation
0302-9743,Artificial Intelligence in Education
0019-7939,ILR Review
0013-9165,Environment and Behavior
1433-7541,Pattern Analysis and Applications
0049-6979,"Water, Air, and Soil Pollution"
1471-0072,Nature Reviews Molecular Cell Biology
1050-8619,International Journal for the Psychology of Religion
0014-0856,Essays in Criticism
0951-5070,Counselling Psychology Quarterly
1076-0512,Dermatologic Surgery
1388-364X,European Journal of Migration and Law
1049-7323,Qualitative Health Research
0215-6334,BIOTROPIA
1741-3842,Journal of Public Health
1738-1061,Korean Journal of Pediatrics
0094-3037,East Central Europe
0960-085X,European Journal of Information Systems
0014-8962,Feddes Repertorium
2050-0505,Energy Science & Engineering
1567-536X,International Criminal Law Review
0016-6731,Genetics
0065-2598,Calcium Signaling
1754-5692,Energy Environ. Sci.
1369-4154,Kantian Review
0974-6242,Biomedical and Pharmacology Journal
1266-5371,Champ psychosomatique
0147-1694,Contemporary Jewry
1940-1612,The International Journal of Press/Politics
1548-6648,Journal of US-China Medical Science
1098-3708,The Quarterly Journal of Austrian Economics
0033-3549,Public Health Reports
1054-6006,Fisheries Oceanography
1225-0562,Korean Journal of Materials Research
1949-0976,Gut Microbes
1539-6827,Conservation in Practice
0032-3292,Politics & Society
0350-8501,"Zbornik radova Pravnog fakulteta, Nis"
1047-1987,Political Analysis
0167-8329,Education for Information
1753-8270,International Journal of Housing Markets and Analysis
1991-8178,AUSTRALIAN JOURNAL OF BASIC AND APPLIED SCIENCES
1744-6295,Journal of Intellectual Disabilities
0739-8913,Christian Education Journal: Research on Educational Ministry
1744-9480,Accounting in Europe
0889-938X,Review of Industrial Organization
0893-0465,City & Society
1475-3685,Review of Middle East Economics and Finance
1470-9511,International Journal of Automotive Technology and Management
0379-4024,Journal of Operator Theory
0755-7256,Dialogues d'histoire ancienne
0022-0949,Journal of Experimental Biology
1740-2816,International Journal of Foresight and Innovation Policy
0065-2326,Advances in Cardiology
0302-9743,Virtual and Mixed Reality
0930-7516,Chemical Engineering & Technology - CET
1467-6370,International Journal of Sustainability in Higher Education
1649-248X,The Irish Journal of Management
0040-0912,Education + Training
0268-1064,Mind and Language
1746-0069,International Journal of Electronic Finance
0036-0112,Rural Sociology
0075-8434,Variétés Analytiques Compactes
1524-0215,Journal of Biomolecular Techniques : JBT
1865-0929,Life System Modeling and Intelligent Computing
1865-0929,Computer Engineering and Technology
1863-0650,"CLEAN - Soil, Air, Water"
1065-7541,Radiation Oncology Investigations
1932-1228,Synthesis Lectures on Computer Science
1070-0048,Haseltonia
0938-7412,Herzschrittmachertherapie & Elektrophysiologie
1823-7517,Journal of Al-Tamaddun
0169-3867,Biology and Philosophy
1742-2906,Linguistics and the Human Sciences
0075-8434,Fractional Calculus and Its Applications
1873-1791,"Psychologie en Gezondheid, jaargang 2007"
1745-0144,Twenty-First Century Society
2090-6633,Case Reports in Infectious Diseases
0302-9743,Socio-Technical Aspects in Security and Trust
1743-3533,Computational Methods and Experiments in Materials Characterisation III
0097-6156,Oil-Field Chemistry
0075-8434,Differential Calculus in Topological Linear Spaces
0302-9743,Topics in Cryptology –- CT-RSA 2015
0171-2004,Pediatric Pharmacotherapy
0018-9367,IEEE Transactions on Electrical Insulation
0972-0499,Journal of Ornamental Horticulture
0075-8434,Geometric Topology
1865-0929,Robotics in Smart Manufacturing
0301-603X,South African Journal of Agricultural Extension (SAJAE)
0097-6156,Biomass as a Nonfossil Fuel Source
0097-6156,Heteroatomic Aroma Compounds
0302-5144,Remote Patient Management in Peritoneal Dialysis
0097-6156,Biomolecular Catalysis
1330-1039,Ekonomska misao i praksa
1478-0771,International Journal of Architectural Computing
0065-2598,GABA—Biochemistry and CNS Functions
0081-3869,The NMR Probe of High-Tc Materials and Correlated Electron Systems
0075-8434,Lectures on Injective Modules and Quotient Rings
0954-4054,Proceedings of the I MECH E Part B Journal of Engineering Manufacture
0097-6156,Cell Separation Science and Technology
0302-9743,Trends in Artificial Intelligence: PRICAI 2016 Workshops
1550-5340,"Storytelling, Self, Society: An Interdisciplinary Journal of Storytelling Studies"
0097-6156,High Performance Mass Spectrometry: Chemical Applications
0097-6156,Pesticide Chemistry in the 20th Century
0097-6156,Synthetic Methods for Carbohydrates
0039-3169,Studia Geophysica & Geodætica
0044-216X,Zeitschrift für Ägyptische Sprache und Altertumskunde
0302-9743,Information Security and Cryptology – ICISC 2018
0970-4914,PLANT DISEASE RESEARCH
0065-3195,Polymer Membranes/Biomembranes
0302-9743,Model Driven Architecture
2042-0099,International Journal of Inflammation
0302-9743,Digital Transformation for a Sustainable Society in the 21st Century
0084-2230,Some Aspects of Human Nutrition
0303-4216,Nonlinear Methods of Spectral Analysis
0301-5556,The Development of the Chondrocranium of Melopsittacus undulatus
0302-9743,Transactions on Large-Scale Data- and Knowledge-Centered Systems XV
0031-6768,"Pflüger, Archiv für die Gesammte Physiologie des Menschen und der Tiere"
1860-949X,High Performance Vision Intelligence
1759-5002,Nature Reviews Cardiology
1551-3203,IEEE Transactions on Industrial Informatics
0033-068X,Progress of Theoretical Physics
1388-0764,Journal of Nanoparticle Research
0030-1558,Okayama Igakkai Zasshi (Journal of Okayama Medical Association)
0010-2202,Combustion Science and Technology
0178-8051,Probability Theory and Related Fields
0075-4358,Journal of Roman Studies
0020-7594,International Journal of Psychology
1687-7578,International Journal of Digital Multimedia Broadcasting
0761-8980,Recherche Transports sécurité
1684-4904,Lexikos
0012-2033,Dialog
0361-5219,Solid Fuel Chemistry
1798-0798,Finnish Journal of eHealth and eWelfare
0028-4289,New Blackfriars
0967-067X,Communist and Post-Communist Studies
0043-1672,Weatherwise
0340-7594,Journal of Comparative Physiology A
1932-4502,Integrative Psychological and Behavioral Science
1865-0929,Recent Trends in Image Processing and Pattern Recognition
1099-3460,Journal of Urban Health
1750-6816,Review of Environmental Economics and Policy
2160-6544,Journal of Environmental Economics and Policy
0263-774X,Environment and Planning C: Government and Policy
1134-3060,Archives of Computational Methods in Engineering
1523-3804,Current Atherosclerosis Reports
1976-2283,Gut and Liver
1357-4175,Reformation
0931-2048,Journal of Applied Entomology
1991-9468,Integration of Education
0033-2100,Przeglad Epidemiologiczny
2239-5938,European Journal of Sustainable Development
2213-056X,LIBER Quarterly
1355-5146,Advances in Psychiatric Treatment
1699-048X,Clinical and Translational Oncology
0219-8762,International Journal of Computational Methods
0160-9513,Social Work with Groups
0039-3320,Studia Psychologica
0975-6523,International Journal of Oral Implantology & Clinical Research
0022-1333,Journal of Genetics
1075-2196,Archaeological Prospection
2234-0645,Annals of Rehabilitation Medicine
2062-249X,Journal of Flow Chemistry
0362-6784,Curriculum Inquiry
0959-6801,European Journal of Industrial Relations
0308-275X,Critique of Anthropology
2328-4900,Current Urban Studies
2287-979X,BLOOD RESEARCH
0954-0962,Public Money and Management
0030-5219,Bulletin of the Society for Near Eastern Studies in Japan
1468-2737,Hispanic Research Journal
1548-3657,International Journal of Intelligent Information Technologies
1575-6823,Araucaria
1654-661X,Food & Nutrition Research
2160-4762,Current Protocols in Chemical Biology
2168-0566,Transportmetrica B: Transport Dynamics
1093-6092,Leadership in Action
0075-8434,Séminaire de Probabilités XXX
2180-1606,International Journal of Automotive and Mechanical Engineering
2152-906X,Regions and Cohesions
2176-0756,Revista Ibero-Americana de Estratégia
1022-4556,International Journal of Hindu Studies
2255-8713,Material Science and Applied Chemistry
0302-9743,Euro-Par 2017: Parallel Processing
1865-0929,Future Information Technology
0302-9743,KI 2014: Advances in Artificial Intelligence
0955-6419,Business Strategy Review
0260-2288,Sensor Review
0065-2598,Therapeutic Ultrasound
0219-2462,The Hong Kong Journal of Social Work
1743-3509,Computers in Railways X
0075-8434,Singularity Theory and its Applications
1934-2640,Global Jurist
1742-7835,"Basic <html_ent glyph=""@amp;"" ascii=""&amp;""/> Clinical Pharmacology <html_ent glyph=""@amp;"" ascii=""&amp;""/> Toxicology"
0937-4477,European Archives of Oto-rhino-laryngology
2081-9943,Journal of Geodetic Science
1476-413X,Portuguese Journal of Social Science
2087-7099,Journal of Tropical Pharmacy and Chemistry
1212-2580,Plant Protection Science
2355-6811,Indonesian Journal of Cancer
2692-398X,International Journal of Systemic Therapy
0970-7077,Asian journal of Chemistry
1991-640X,St.Tikhons' University Review
0721-9067,Zeitschrift für Sprachwissenschaft
0031-6970,Pharmacologia Clinica
1692-715X,"Revista latinoamericana de Ciencias Sociales, Niñez y Juventud"
1751-1062,International Journal of Wine Business Research
0302-9743,Third International Conference on Logic Programming
0097-6156,Emulsion Polymers and Emulsion Polymerization
1574-1702,Multiagent and Grid Systems
0097-6156,Molecular Modeling of Nucleic Acids
0097-6156,Wood Deterioration and Preservation
0075-8434,"Zweidimensionale, interpolierende Lg-Splines und ihre Anwendungen"
0302-9743,Transactions on Petri Nets and Other Models of Concurrency V
0960-0035,International Journal of Physical Distribution & Logistics Management
0097-6156,Fumigants
0957-8234,Journal of Educational Administration
0302-9743,"Sequences, Subsequences, and Consequences"
0080-0015,Advances in Hematopoietic Stem Cell Transplantation and Molecular Therapy
0935-8943,Endoscopy
0266-903X,Oxford Review Of Economic Policy
1052-2166,Gene Expression
0075-8434,The Representation Theory of the Symmetric Groups
1865-0929,"Machine Learning, Image Processing, Network Security and Data Sciences"
1687-6245,International Journal of Plasma Science and Engineering
0302-5144,Improvements in Dialysis Therapy
0303-4216,Terahertz Optoelectronics
0143-0343,School Psychology International
0065-3195,Polyelectrolyte Complexes in the Dispersed and Solid State II
0302-9743,Artificial Intelligence An International Perspective
0922-6443,Real-time Systems
1860-949X,Supervised Sequence Labelling with Recurrent Neural Networks
1860-949X,Computer Vision
0155-0640,Postgraduate Writing in a Globalised World
0263-4503,Marketing Intelligence & Planning
0853-1773,Medical Journal of Indonesia
0075-8434,Fixed Point Theory of Parametrized Equivariant Maps
0081-3869,Theory of Jets in Electron-Positron Annihilation
0010-5422,Ornithological Applications
0004-6361,Astronomy & Astrophysics
0268-3768,The International Journal of Advanced Manufacturing Technology
0038-0644,Software: Practice and Experience
0888-5885,Industrial & Engineering Chemistry Research
1388-0209,Pharmaceutical Biology
0265-9247,BioEssays
0020-6598,International Economic Review
1466-5026,International Journal of Systematic and Evolutionary Microbiology
0002-9270,The American Journal of Gastroenterology
0932-4089,Zeitschrift für Arbeits- und Organisationspsychologie A&O
0012-2823,Digestion
0022-3239,Journal of Optimization Theory and Applications
2347-6192,Indian Journal of Mednodent and Allied Sciences
0276-1467,Journal of Macromarketing
0025-5793,Mathematika
2326-6066,Cancer Immunology Research
0366-6190,Chagyo Kenkyu Hokoku (Tea Research Journal)
1598-6446,"International Journal of Control, Automation and Systems"
0250-8060,Water International
0030-6622,Nippon Jibiinkoka Gakkai Kaiho
1042-9670,Academic Psychiatry
1364-2812,Philosophical Magazine B
0890-8044,IEEE Network
0116-1105,Asian Development Review
0033-183X,Protoplasma
2161-5063,ACS Synthetic Biology
1662-4246,Public Health Genomics
2277-9078,CSI Transactions on ICT
0895-4798,SIAM Journal on Matrix Analysis and Applications
1064-2684,GLQ: A Journal of Lesbian and Gay Studies
0915-6380,The Showa University Journal of Medical Sciences
1348-7116,Biomechanisms
1741-8410,International Journal of Microstructure and Materials Properties
1860-8965,Forensic Toxicology
0302-9743,"Experimental IR Meets Multilinguality, Multimodality, and Interaction"
1867-0334,Food and Environmental Virology
0028-7199,Journal of the New York Entomological Society
1718-8598,Revue des sciences de l'eau
2250-0758,International Journal of Engineering and Management Research
1473-3250,Qualitative Social Work
1381-2386,Mitigation and Adaptation Strategies for Global Change
1040-0419,Creativity Research Journal
1053-8712,Journal of Child Sexual Abuse
0023-3609,Konsthistorisk tidskrift/Journal of Art History
1471-082X,Statistical Modelling
1613-8171,European Journal for Sport and Society
0004-7120,Journal of the Atomic Energy Society of Japan / Atomic Energy Society of Japan
1880-2761,"Journal of Life Cycle Assessment, Japan"
0962-1091,Gynaecological Endoscopy
1657-5997,Aquichan
1475-0961,Clinical Physiology and Functional Imaging
1538-8220,Journal of School Violence
0928-9569,"European Journal of Crime, Criminal Law and Criminal Justice"
1438-7506,Gene Function & Disease
0001-5954,Acta Mathematica Academiae Scientiarum Hungaricae
0892-9882,Science & Global Security
1040-0605,AJP: Lung Cellular and Molecular Physiology
2052-7764,European Journal of Economics and Economic Policies: Intervention
1567-8822,Cardiovascular Engineering
0950-0782,Language and Education
1448-837X,Australian Journal of Electrical and Electronics Engineering
2043-6106,Global Studies of Childhood
1942-0862,mAbs
1947-8607,International Journal of Adult Vocational Education and Technology
1369-1473,"Australian <html_ent glyph=""@amp;"" ascii=""&amp;""/> New Zealand Journal of Statistics"
1865-0929,Blockchain and Trustworthy Systems
1665-2436,Revista Latinoamericana de Investigación en Matemática Educativa
0075-8434,Variational Methods for Crystalline Microstructure - Analysis and Computation
1286-5702,Études sur la mort
0930-777X,International Polymer Processing
2040-4182,International Journal of Digital Televison
0075-8434,Localization in Group Theory and Homotopy Theory
1045-4616,Historic Brass Society Journal
0302-9743,Data Mining for Biomedical Applications
1753-0768,"Music, Sound, and the Moving Image"
0302-9743,"Responsible Design, Implementation and Use of Information and Communication Technology"
0075-8434,Perturbations of Banach Algebras
0957-6851,"Anxiety, Insecurity, and Border Crossing"
2525-3654,International Journal of Professional Business Review
0075-8434,Linear Differential Equations in the Complex Domain
1756-0799,International Journal of Biomedical Nanoscience and Nanotechnology
0973-4317,Indian Journal of Industrial and Applied Mathematics
1071-2089,Journal of Applied Biobehavioral Research
0097-6156,Polymers for Microelectronics and Nanoelectronics
1341-9625,International Journal Of Clinical Oncology
1386-6141,Biocontrol
1609-073X,African Human Rights Law Journal
0097-6156,Metal Bonding and Interactions in High Temperature Systems
0097-6156,Polymer Stabilization and Degradation
0301-5556,On the Structure of the Human Striate Area
0097-6156,Environmental Remediation
1547-7029,Journal of Failure Analysis and Prevention
0302-9743,Spatial Data Types for Database Systems
1860-949X,Grouping Genetic Algorithms
0081-3869,Nuclear Condensed Matter Physics with Synchrotron Radiation
0065-2598,Current Advances in Osteosarcoma
0097-6156,"The Chemical Sensory Informatics of Food: Measurement, Analysis, Integration"
0302-9743,Reasoning Web. Semantic Technologies for Advanced Query Answering
0097-6156,Patent Policy
0081-3869,"Symposium on Meson-, Photo-, and Electro-production at Low and Intermediate Energies"
0302-9743,"Languages, Compilers, and Tools for Embedded Systems"
2476-9584,Indonesian Journal of Early Childhood Education Studies
0075-8434,Topics in Set Theory
0075-8434,Reports of the Midwest Category Seminar IV
0945-6317,Virchows Archiv Abteilung a Pathologische Anatomie
1387-6759,Information Structuring Resources in Contrast
1225-6137,Journal of Korean Language Education
1367-8779,International Journal of Cultural Studies
0075-8434,Manis Valuations and Prüfer Extensions II
0075-8434,Stable Approximate Evaluation of Unbounded Operators
2587-9618,International Journal for Computational Civil and Structural Engineering
0031-8248,Philosophy of Science
1481-8035,CJEM
1559-2294,Epigenetics
0884-8734,Journal of General Internal Medicine
1470-1626,Reproduction
0096-140X,Aggressive Behavior
0037-6779,Slavic Review
0081-9557,The Supreme Court Review
1345-630X,Japanese Magazine of Mineralogical and Petrological Sciences
0302-9743,Artificial Intelligence XXXVI
0390-6078,Haematologica
0270-6474,Journal of Neuroscience
1951-9532,Nouvelle revue de psychosociologie
1155-4304,Journal de Physique I
0308-0226,British Journal of Occupational Therapy
1054-3139,ICES Journal of Marine Science: Journal du Conseil
1439-4235,ChemPhysChem
0300-8207,Connective Tissue Research
2195-8262,Controlling & Management Review
1434-6028,The European Physical Journal B
1752-0363,Biomarkers in Medicine
8755-1233,Update: Applications of Research in Music Education
1548-6583,Journal of Modern Accounting and Auditing
