Journal Title,ISSN,Reason,Journal Title Normalized,URL,Data Source,added,Remove_Date,Add_Date,reason_category
"Revista de Direito Urbanístico, Cidade e Alteridade",2525-989X,Still in DOAJ index,"revista de direito urbanístico, cidade e alteridade",http://indexlaw.org/index.php/revistaDireitoUrbanistico/index,DOAJ,1.0,1300-01-01 00:00:00,2018-02-17 00:00:00,interesting reason
Revista de Direito da Administração Pública,2595-5667,Still in DOAJ index,revista de direito da administração pública,http://www.redap.com.br/index.php/redap,DOAJ,1.0,1300-01-01 00:00:00,2019-02-19 00:00:00,interesting reason
Revista de Direito da Faculdade Guanambi,2447-6536,Still in DOAJ index,revista de direito da faculdade guanambi,http://revistas.faculdadeguanambi.edu.br/index.php/Revistadedireito/index,DOAJ,1.0,1300-01-01 00:00:00,2018-05-15 00:00:00,interesting reason
Revista de Direito de Família e Sucessão,2526-0227,Still in DOAJ index,revista de direito de família e sucessão,http://indexlaw.org/index.php/direitofamilia/index,DOAJ,1.0,1300-01-01 00:00:00,2017-11-15 00:00:00,interesting reason
Revista de Direito e Sustentabilidade,2525-9687,Still in DOAJ index,revista de direito e sustentabilidade,http://indexlaw.org/index.php/revistards/index,DOAJ,1.0,1300-01-01 00:00:00,2017-11-09 00:00:00,interesting reason
"Revista de Direito, Arte e Literatura",2525-9911,Still in DOAJ index,"revista de direito, arte e literatura",http://indexlaw.org/index.php/revistadireitoarteliteratura/index,DOAJ,1.0,1300-01-01 00:00:00,2017-11-06 00:00:00,interesting reason
"Revista de Direito, Globalização e Responsabilidade nas Relações de Consumo",2526-0030,Still in DOAJ index,"revista de direito, globalização e responsabilidade nas relações de consumo",http://indexlaw.org/index.php/revistadgrc/index,DOAJ,1.0,1300-01-01 00:00:00,2018-02-17 00:00:00,interesting reason
"Revista de Direito, Governança e Novas Tecnologias",2526-0049,Still in DOAJ index,"revista de direito, governança e novas tecnologias",http://indexlaw.org/index.php/revistadgnt/index,DOAJ,1.0,1300-01-01 00:00:00,2017-11-06 00:00:00,interesting reason
"Revista de Direito, Inovação, Propriedade Intelectual e Concorrência",2526-0014,Still in DOAJ index,"revista de direito, inovação, propriedade intelectual e concorrência",http://indexlaw.org/index.php/revistadipic/index,DOAJ,1.0,1300-01-01 00:00:00,2018-01-03 00:00:00,interesting reason
"Revista de Direitos Fundamentais nas Relações do Trabalho, Sociais e Empresariais",2525-9903,Still in DOAJ index,"revista de direitos fundamentais nas relações do trabalho, sociais e empresariais",http://indexlaw.org/index.php/revistadireitosfundamentais/index,DOAJ,1.0,1300-01-01 00:00:00,2018-01-03 00:00:00,interesting reason
Revista de Direitos Humanos e Efetividade,2526-0022,Still in DOAJ index,revista de direitos humanos e efetividade,http://indexlaw.org/index.php/revistadhe/index,DOAJ,1.0,1300-01-01 00:00:00,2017-10-26 00:00:00,interesting reason
"Revista de Direitos Sociais, Seguridade e Previdência Social",2525-9865,Still in DOAJ index,"revista de direitos sociais, seguridade e previdência social",http://indexlaw.org/index.php/revistadssps/index,DOAJ,1.0,1300-01-01 00:00:00,2017-10-10 00:00:00,interesting reason
Revista de Direitos e Garantias Fundamentais,2175-6058,Still in DOAJ index,revista de direitos e garantias fundamentais,http://www.fdv.br/sisbib/index.php/direitosegarantias,DOAJ,1.0,1300-01-01 00:00:00,2017-09-20 00:00:00,interesting reason
Revista de Doutrina Jurídica,2675-9624,Still in DOAJ index,revista de doutrina jurídica,https://revistajuridica.tjdft.jus.br/index.php/rdj,DOAJ,1.0,1300-01-01 00:00:00,2021-09-19 00:00:00,interesting reason
Revista de Doutrina e Jurisprudência,0101-8868,Still in DOAJ index,revista de doutrina e jurisprudência,https://revistajuridica.tjdft.jus.br/,DOAJ,1.0,1300-01-01 00:00:00,2020-07-28 00:00:00,interesting reason
Revista de Economia Mackenzie,1678-5002,Still in DOAJ index,revista de economia mackenzie,http://editorarevistas.mackenzie.br/index.php/rem/,DOAJ,1.0,1300-01-01 00:00:00,2020-09-15 00:00:00,interesting reason
Revista de Economie Mondială,2066-7795,Still in DOAJ index,revista de economie mondială,http://rem.iem.ro,DOAJ,1.0,1300-01-01 00:00:00,2017-04-07 00:00:00,interesting reason
Revista de Economía,2395-8715,Still in DOAJ index,revista de economía,https://www.revista.economia.uady.mx/index.php/reveco/index,DOAJ,1.0,1300-01-01 00:00:00,2020-12-21 00:00:00,interesting reason
Revista de Economía Política de Buenos Aires,1850-6933,Still in DOAJ index,revista de economía política de buenos aires,https://ojs.econ.uba.ar/index.php/REPBA/index,DOAJ,1.0,1300-01-01 00:00:00,2020-05-27 00:00:00,interesting reason
Revista de Economía del Rosario,2145-454X,Still in DOAJ index,revista de economía del rosario,http://revistas.urosario.edu.co/index.php/economia/index,DOAJ,1.0,1300-01-01 00:00:00,2015-10-27 00:00:00,interesting reason
Revista de Economía y Política,1390-7921,Still in DOAJ index,revista de economía y política,,DOAJ,1.0,1300-01-01 00:00:00,2019-02-23 00:00:00,interesting reason
Revista de Educación,1853-1318,Still in DOAJ index,revista de educación,https://fh.mdp.edu.ar/revistas/index.php/r_educ,DOAJ,1.0,1300-01-01 00:00:00,2020-08-14 00:00:00,interesting reason
Revista de Educación Inclusiva,1889-4208,Still in DOAJ index,revista de educación inclusiva,http://revistaeducacioninclusiva.es/index.php/REI,DOAJ,1.0,1300-01-01 00:00:00,2017-08-02 00:00:00,interesting reason
Revista de Educación Matemática,0326-8780,Still in DOAJ index,revista de educación matemática,https://revistas.unc.edu.ar/index.php/REM,DOAJ,1.0,1300-01-01 00:00:00,2020-04-27 00:00:00,interesting reason
Revista de Educación Religiosa,2452-4379,Still in DOAJ index,revista de educación religiosa,http://www.revistadeeducacionreligiosa.cl,DOAJ,1.0,1300-01-01 00:00:00,2021-02-01 00:00:00,interesting reason
Revista de Educación de la Universidad de Granada,0214-0489,Still in DOAJ index,revista de educación de la universidad de granada,http://reugra.es,DOAJ,1.0,1300-01-01 00:00:00,2018-04-17 00:00:00,interesting reason
Revista de Educación y Derecho,2013-584X,Still in DOAJ index,revista de educación y derecho,http://revistes.ub.edu/index.php/RED/index,DOAJ,1.0,1300-01-01 00:00:00,2018-08-13 00:00:00,interesting reason
Revista de Educação Física,0102-8464,Still in DOAJ index,revista de educação física,https://www.revistadeeducacaofisica.com/,DOAJ,1.0,1300-01-01 00:00:00,2020-10-24 00:00:00,interesting reason
Revista de Educação Matemática,2526-9062,Still in DOAJ index,revista de educação matemática,http://www.revistasbemsp.com.br/index.php/REMat-SP/index,DOAJ,1.0,1300-01-01 00:00:00,2019-04-12 00:00:00,interesting reason
Revista de Educação PUC-Campinas,1519-3993,Still in DOAJ index,revista de educação puc-campinas,http://periodicos.puc-campinas.edu.br/seer/index.php/reveducacao/index,DOAJ,1.0,1300-01-01 00:00:00,2020-07-08 00:00:00,interesting reason
Revista de Educação Popular,1678-5622,Still in DOAJ index,revista de educação popular,http://www.seer.ufu.br/index.php/reveducpop,DOAJ,1.0,1300-01-01 00:00:00,2017-05-05 00:00:00,interesting reason
Revista de El Colegio de San Luis,1665-899X,Still in DOAJ index,revista de el colegio de san luis,http://ojs.colsan.edu.mx/,DOAJ,1.0,1300-01-01 00:00:00,2016-03-22 00:00:00,interesting reason
Revista de Empreendedorismo e Gestão de Pequenas Empresas,2316-2058,Still in DOAJ index,revista de empreendedorismo e gestão de pequenas empresas,http://www.regepe.org.br/index.php/regepe/index,DOAJ,1.0,1300-01-01 00:00:00,2017-09-15 00:00:00,interesting reason
Revista de Enfermagem da UFPI,2238-7234,Still in DOAJ index,revista de enfermagem da ufpi,http://www.ojs.ufpi.br/index.php/reufpi/index,DOAJ,1.0,1300-01-01 00:00:00,2017-11-20 00:00:00,interesting reason
Revista de Engenharia Civil IMED,2358-6508,Still in DOAJ index,revista de engenharia civil imed,https://seer.imed.edu.br/index.php/revistaec,DOAJ,1.0,1300-01-01 00:00:00,2018-04-21 00:00:00,interesting reason
Revista de Enseñanza de la Física,0326-7091,Still in DOAJ index,revista de enseñanza de la física,https://revistas.unc.edu.ar/index.php/revistaEF/index,DOAJ,1.0,1300-01-01 00:00:00,2018-12-28 00:00:00,interesting reason
Revista de Ensino de Ciências e Matemática,2179-426X,Still in DOAJ index,revista de ensino de ciências e matemática,,DOAJ,1.0,1300-01-01 00:00:00,2016-02-26 00:00:00,interesting reason
Revista de Estudios Andaluces,2340-2776,Still in DOAJ index,revista de estudios andaluces,https://revistascientificas.us.es/index.php/REA/,DOAJ,1.0,1300-01-01 00:00:00,2016-12-26 00:00:00,interesting reason
Revista de Estudios Brasileños,2386-4540,Still in DOAJ index,revista de estudios brasileños,http://revistas.usal.es/index.php/2386-4540/index,DOAJ,1.0,1300-01-01 00:00:00,2019-11-10 00:00:00,interesting reason
Revista de Estudios Clásicos,0325-3465,Still in DOAJ index,revista de estudios clásicos,http://revistas.uncu.edu.ar/ojs/index.php/revistaestudiosclasicos/index,DOAJ,1.0,1300-01-01 00:00:00,2016-01-04 00:00:00,interesting reason
Revista de Estudios Jurídicos y Criminológicos,2660-7964,Still in DOAJ index,revista de estudios jurídicos y criminológicos,https://revistas.uca.es/index.php/rejucrim,DOAJ,1.0,1300-01-01 00:00:00,2020-08-06 00:00:00,interesting reason
Revista de Estudios Marítimos y Sociales,1852-0669,Still in DOAJ index,revista de estudios marítimos y sociales,http://estudiosmaritimossociales.org/,DOAJ,1.0,1300-01-01 00:00:00,2018-04-24 00:00:00,interesting reason
Revista de Estudios Políticos y Estratégicos,0719-3653,Still in DOAJ index,revista de estudios políticos y estratégicos,https://revistaepe.utem.cl/,DOAJ,1.0,1300-01-01 00:00:00,2020-08-04 00:00:00,interesting reason
Revista de Estudios Sociales,0123-885X,Still in DOAJ index,revista de estudios sociales,http://revistas.uniandes.edu.co/journal/res,DOAJ,1.0,1300-01-01 00:00:00,2016-03-22 00:00:00,interesting reason
Revista de Estudios de Lenguas de Signos,2695-4133,Still in DOAJ index,revista de estudios de lenguas de signos,,DOAJ,1.0,1300-01-01 00:00:00,2020-09-28 00:00:00,interesting reason
Revista de Estudios de Seguridad Internacional,2444-6157,Still in DOAJ index,revista de estudios de seguridad internacional,http://www.seguridadinternacional.es/revista/,DOAJ,1.0,1300-01-01 00:00:00,2016-02-15 00:00:00,interesting reason
Revista de Estudios de la Administración Local y Autonómica,1989-8975,Still in DOAJ index,revista de estudios de la administración local y autonómica,https://revistasonline.inap.es/index.php/REALA,DOAJ,1.0,1300-01-01 00:00:00,2018-01-04 00:00:00,interesting reason
Revista de Estudios de la Justicia,0718-0853,Still in DOAJ index,revista de estudios de la justicia,http://www.rej.uchile.cl/,DOAJ,1.0,1300-01-01 00:00:00,2017-07-14 00:00:00,interesting reason
Revista de Estudios e Investigación en Psicología y Educación,2386-7418,Still in DOAJ index,revista de estudios e investigación en psicología y educación,http://reipe.udc.es,DOAJ,1.0,1300-01-01 00:00:00,2018-03-02 00:00:00,interesting reason
Revista de Estudios sobre Genocidio,1851-8184,Still in DOAJ index,revista de estudios sobre genocidio,http://revistas.untref.edu.ar/index.php/reg,DOAJ,1.0,1300-01-01 00:00:00,2018-04-19 00:00:00,interesting reason
Revista de Estudios y Experiencias en Educación,0717-6945,Still in DOAJ index,revista de estudios y experiencias en educación,,DOAJ,1.0,1300-01-01 00:00:00,2017-06-04 00:00:00,interesting reason
"Revista de Estudos Constitucionais, Hermenêutica e Teoria do Direito",2175-2168,Still in DOAJ index,"revista de estudos constitucionais, hermenêutica e teoria do direito",http://revistas.unisinos.br/index.php/RECHTD/,DOAJ,1.0,1300-01-01 00:00:00,2014-05-26 00:00:00,interesting reason
Revista de Estudos Institucionais,2447-5467,Still in DOAJ index,revista de estudos institucionais,http://estudosinstitucionais.com/index.php/REI/index,DOAJ,1.0,1300-01-01 00:00:00,2016-11-03 00:00:00,interesting reason
Revista de Estudos Literários da UEMS - REVELL,2179-4456,Still in DOAJ index,revista de estudos literários da uems - revell,http://periodicosonline.uems.br/index.php/REV/index,DOAJ,1.0,1300-01-01 00:00:00,2017-04-11 00:00:00,interesting reason
Revista de Estudos Sociais,1519-504X,Still in DOAJ index,revista de estudos sociais,http://periodicoscientificos.ufmt.br/ojs/index.php/res/index,DOAJ,1.0,1300-01-01 00:00:00,2015-07-02 00:00:00,interesting reason
Revista de Estudos de Cultura,2446-7189,Still in DOAJ index,revista de estudos de cultura,https://seer.ufs.br/index.php/revec/index,DOAJ,1.0,1300-01-01 00:00:00,2018-02-09 00:00:00,interesting reason
Revista de Estudos e Investigações Antropológicas,2446-6972,Still in DOAJ index,revista de estudos e investigações antropológicas,https://periodicos.ufpe.br/revistas/reia/index,DOAJ,1.0,1300-01-01 00:00:00,2020-08-12 00:00:00,interesting reason
Revista de Estudos e Pesquisas sobre Ensino Tecnológico,2446-774X,Still in DOAJ index,revista de estudos e pesquisas sobre ensino tecnológico,https://sistemascmc.ifam.edu.br/educitec/index.php/educitec,DOAJ,1.0,1300-01-01 00:00:00,2017-11-07 00:00:00,interesting reason
Revista de Estudos em Educação e Diversidade,2675-6889,Still in DOAJ index,revista de estudos em educação e diversidade,http://periodicos2.uesb.br/index.php/reed,DOAJ,1.0,1300-01-01 00:00:00,2020-12-21 00:00:00,interesting reason
Revista de Etnologie şi Culturologie,1857-2049,Still in DOAJ index,revista de etnologie şi culturologie,http://ethnology.asm.md/,DOAJ,1.0,1300-01-01 00:00:00,2017-11-07 00:00:00,interesting reason
Revista de Evaluación de Programas y Políticas Públicas,2340-8464,Still in DOAJ index,revista de evaluación de programas y políticas públicas,,DOAJ,1.0,1300-01-01 00:00:00,2015-04-28 00:00:00,interesting reason
Revista de Expresión Gráfica en la Edificación,1888-8143,Still in DOAJ index,revista de expresión gráfica en la edificación,https://polipapers.upv.es/index.php/ege,DOAJ,1.0,1300-01-01 00:00:00,2020-05-19 00:00:00,interesting reason
Revista de Filología Española,0210-9174,Still in DOAJ index,revista de filología española,http://revistadefilologiaespañola.revistas.csic.es/index.php/rfe,DOAJ,1.0,1300-01-01 00:00:00,2017-05-24 00:00:00,interesting reason
Revista de Filología Románica,0212-999X,Still in DOAJ index,revista de filología románica,http://revistas.ucm.es/index.php/RFRM,DOAJ,1.0,1300-01-01 00:00:00,2018-08-11 00:00:00,interesting reason
Revista de Filología y Lingüística de la Universidad de Costa Rica,0377-628X,Still in DOAJ index,revista de filología y lingüística de la universidad de costa rica,https://revistas.ucr.ac.cr/index.php/filyling/index,DOAJ,1.0,1300-01-01 00:00:00,2018-12-21 00:00:00,interesting reason
Revista de Filosofia Moderna e Contemporânea,2317-9570,Still in DOAJ index,revista de filosofia moderna e contemporânea,http://periodicos.unb.br/index.php/fmc/index,DOAJ,1.0,1300-01-01 00:00:00,2016-02-01 00:00:00,interesting reason
Revista de Filosofía,0034-8236,Still in DOAJ index,revista de filosofía,http://www.revistafilosofia.uchile.cl,DOAJ,1.0,1300-01-01 00:00:00,2016-03-09 00:00:00,interesting reason
Revista de Filosofía y Teoría Política,0328-6223,Still in DOAJ index,revista de filosofía y teoría política,,DOAJ,1.0,1300-01-01 00:00:00,2014-08-05 00:00:00,interesting reason
"Revista de Finanças Públicas, Tributação e Desenvolvimento (UERJ)",2317-837X,Still in DOAJ index,"revista de finanças públicas, tributação e desenvolvimento (uerj)",,DOAJ,1.0,1300-01-01 00:00:00,2017-10-16 00:00:00,interesting reason
Revista de Formas Consensuais de Solução de Conflitos,2525-9679,Still in DOAJ index,revista de formas consensuais de solução de conflitos,http://indexlaw.org/index.php/revistasolucoesconflitos/index,DOAJ,1.0,1300-01-01 00:00:00,2017-11-17 00:00:00,interesting reason
Revista de Gastroenterología de México,0375-0906,Still in DOAJ index,revista de gastroenterología de méxico,https://www.journals.elsevier.com/revista-de-gastroenterologia-de-mexico/,DOAJ,1.0,1300-01-01 00:00:00,2017-08-18 00:00:00,interesting reason
Revista de Gastroenterología de México (English Edition),2255-534X,Still in DOAJ index,revista de gastroenterología de méxico (english edition),https://www.journals.elsevier.com/revista-de-gastroenterologia-de-mexico-english-edition/,DOAJ,1.0,1300-01-01 00:00:00,2017-08-18 00:00:00,interesting reason
Revista de Geociências do Nordeste,2447-3359,Still in DOAJ index,revista de geociências do nordeste,https://periodicos.ufrn.br/revistadoregne,DOAJ,1.0,1300-01-01 00:00:00,2019-04-23 00:00:00,interesting reason
Revista de Geografía Espacios,0719-0573,Still in DOAJ index,revista de geografía espacios,,DOAJ,1.0,1300-01-01 00:00:00,2018-06-09 00:00:00,interesting reason
Revista de Geología Aplicada a la Ingeniería y al Ambiente,1851-7838,Still in DOAJ index,revista de geología aplicada a la ingeniería y al ambiente,https://www.editoresasagai.org.ar/ojs/index.php/rgaia/index,DOAJ,1.0,1300-01-01 00:00:00,2020-07-15 00:00:00,interesting reason
Revista de Geomorfologie,1453-5068,Still in DOAJ index,revista de geomorfologie,https://revistadegeomorfologie.ro/geo/index.php/revista,DOAJ,1.0,1300-01-01 00:00:00,2021-01-04 00:00:00,interesting reason
Revista de Gestão Ambiental e Sustentabilidade - GeAS,2316-9834,Still in DOAJ index,revista de gestão ambiental e sustentabilidade - geas,,DOAJ,1.0,1300-01-01 00:00:00,2016-03-14 00:00:00,interesting reason
Revista de Gestão de Água da América Latina,2359-1919,Still in DOAJ index,revista de gestão de água da américa latina,https://www.abrh.org.br/OJS/index.php/REGA/index,DOAJ,1.0,1300-01-01 00:00:00,2020-12-29 00:00:00,interesting reason
Revista de Gestão e Avaliação Educacional,2318-1338,Still in DOAJ index,revista de gestão e avaliação educacional,https://periodicos.ufsm.br/regae/index,DOAJ,1.0,1300-01-01 00:00:00,2015-06-10 00:00:00,interesting reason
Revista de Gestão e Negócios do Esporte,2448-3052,Still in DOAJ index,revista de gestão e negócios do esporte,http://revistagestaodoesporte.com.br/,DOAJ,1.0,1300-01-01 00:00:00,2017-06-08 00:00:00,interesting reason
Revista de Gestão e Organizações Cooperativas,2359-0432,Still in DOAJ index,revista de gestão e organizações cooperativas,https://periodicos.ufsm.br/rgc/index,DOAJ,1.0,1300-01-01 00:00:00,2018-01-31 00:00:00,interesting reason
Revista de Governança Corporativa,2359-313X,Still in DOAJ index,revista de governança corporativa,http://www.rgc.org.br,DOAJ,1.0,1300-01-01 00:00:00,2016-10-31 00:00:00,interesting reason
Revista de Historia,1012-9790,Still in DOAJ index,revista de historia,http://www.revistas.una.ac.cr/historia,DOAJ,1.0,1300-01-01 00:00:00,2019-04-24 00:00:00,interesting reason
Revista de Historia Americana y Argentina,0556-5960,Still in DOAJ index,revista de historia americana y argentina,http://revistas.uncu.edu.ar/ojs/index.php/revihistoriargenyame,DOAJ,1.0,1300-01-01 00:00:00,2019-09-15 00:00:00,interesting reason
Revista de Historia Moderna,0212-5862,Still in DOAJ index,revista de historia moderna,https://revistahistoriamoderna.ua.es/,DOAJ,1.0,1300-01-01 00:00:00,2018-07-26 00:00:00,interesting reason
Revista de Historia Social y de las Mentalidades,0717-5248,Still in DOAJ index,revista de historia social y de las mentalidades,http://www.revistas.usach.cl/ojs/index.php/historiasocial/index,DOAJ,1.0,1300-01-01 00:00:00,2014-10-21 00:00:00,interesting reason
Revista de História da Educação Matemática,2447-6447,Still in DOAJ index,revista de história da educação matemática,http://www.histemat.com.br/index.php/HISTEMAT/,DOAJ,1.0,1300-01-01 00:00:00,2020-08-05 00:00:00,interesting reason
Revista de História da Sociedade e da Cultura,1645-2259,Still in DOAJ index,revista de história da sociedade e da cultura,https://impactum-journals.uc.pt/rhsc,DOAJ,1.0,1300-01-01 00:00:00,2020-06-23 00:00:00,interesting reason
Revista de História das Ideias,0870-0958,Still in DOAJ index,revista de história das ideias,https://impactum-journals.uc.pt/rhi,DOAJ,1.0,1300-01-01 00:00:00,2020-06-23 00:00:00,interesting reason
Revista de Humanidades,1130-5029,Still in DOAJ index,revista de humanidades,http://revistas.uned.es/index.php/rdh,DOAJ,1.0,1300-01-01 00:00:00,2014-09-11 00:00:00,interesting reason
Revista de Humanidades de Valparaíso,0719-4234,Still in DOAJ index,revista de humanidades de valparaíso,http://revistas.uv.cl/index.php/RHV/index,DOAJ,1.0,1300-01-01 00:00:00,2017-03-27 00:00:00,interesting reason
Revista de I + D Tecnológico,1680-8894,Still in DOAJ index,revista de i + d tecnológico,https://revistas.utp.ac.pa/index.php/id-tecnologico,DOAJ,1.0,1300-01-01 00:00:00,2021-11-16 00:00:00,interesting reason
Revista de Ingeniería de Construcción,0718-5073,Still in DOAJ index,revista de ingeniería de construcción,http://ricuc.cl/index.php/ric/index,DOAJ,1.0,1300-01-01 00:00:00,2017-10-03 00:00:00,interesting reason
Revista de Iniciação Científica e Extensão,2595-4261,Still in DOAJ index,revista de iniciação científica e extensão,http://revistasfacesa.senaaires.com.br/index.php/iniciacao-cientifica,DOAJ,1.0,1300-01-01 00:00:00,2018-11-23 00:00:00,interesting reason
"Revista de Instrumentos, Modelos e Políticas em Avaliação Educacional",2675-7427,Still in DOAJ index,"revista de instrumentos, modelos e políticas em avaliação educacional",https://revistas.uece.br/index.php/impa,DOAJ,1.0,1300-01-01 00:00:00,2020-12-14 00:00:00,interesting reason
Revista de Investigaciones Altoandinas,2306-8582,Still in DOAJ index,revista de investigaciones altoandinas,http://huajsapata.unap.edu.pe/,DOAJ,1.0,1300-01-01 00:00:00,2017-05-02 00:00:00,interesting reason
Revista de Investigaciones Marinas,1991-6086,Still in DOAJ index,revista de investigaciones marinas,http://www.rim.uh.cu/index.php/IM,DOAJ,1.0,1300-01-01 00:00:00,2016-03-28 00:00:00,interesting reason
Revista de Investigaciones Universidad del Quindío,1794-631X,Still in DOAJ index,revista de investigaciones universidad del quindío,http://riuq.uniquindio.edu.co/,DOAJ,1.0,1300-01-01 00:00:00,2020-03-08 00:00:00,interesting reason
Revista de Investigaciones de la Universidad Le Cordon Bleu,2409-1537,Still in DOAJ index,revista de investigaciones de la universidad le cordon bleu,,DOAJ,1.0,1300-01-01 00:00:00,2020-04-20 00:00:00,interesting reason
Revista de Investigación,2011-639X,Still in DOAJ index,revista de investigación,https://revistas.uamerica.edu.co/index.php/rinv/about,DOAJ,1.0,1300-01-01 00:00:00,2018-10-19 00:00:00,interesting reason
Revista de Investigación Agraria y Ambiental,2145-6097,Still in DOAJ index,revista de investigación agraria y ambiental,,DOAJ,1.0,1300-01-01 00:00:00,2018-01-23 00:00:00,interesting reason
Revista de Investigación Clínica,2564-8896,Still in DOAJ index,revista de investigación clínica,https://clinicalandtranslationalinvestigation.com,DOAJ,1.0,1300-01-01 00:00:00,2021-03-26 00:00:00,interesting reason
Revista de Investigación Educativa de la Escuela de Graduados en Educación,2007-3003,Still in DOAJ index,revista de investigación educativa de la escuela de graduados en educación,https://www.rieege.mx,DOAJ,1.0,1300-01-01 00:00:00,2017-03-27 00:00:00,interesting reason
Revista de Investigación Lingüística,1139-1146,Still in DOAJ index,revista de investigación lingüística,https://revistas.um.es/ril,DOAJ,1.0,1300-01-01 00:00:00,2020-03-17 00:00:00,interesting reason
Revista de Investigación e Innovación en Ciencias de la Salud,2665-2056,Still in DOAJ index,revista de investigación e innovación en ciencias de la salud,http://revistas.fumc.edu.co:8080/ojs/index.php/RCMC,DOAJ,1.0,1300-01-01 00:00:00,2020-05-20 00:00:00,interesting reason
Revista de Investigación en Actividades Acuáticas,2530-805X,Still in DOAJ index,revista de investigación en actividades acuáticas,http://revistas.innovacionumh.es/index.php?journal=investigacionactividadesacuatica,DOAJ,1.0,1300-01-01 00:00:00,2019-09-30 00:00:00,interesting reason
Revista de Investigación en Agroproducción Sustentable,2520-5145,Still in DOAJ index,revista de investigación en agroproducción sustentable,http://revistas.untrm.edu.pe/index.php/INDESDOS/index,DOAJ,1.0,1300-01-01 00:00:00,2019-05-09 00:00:00,interesting reason
Revista de Investigación en Didáctica de las Ciencias Sociales,2531-0968,Still in DOAJ index,revista de investigación en didáctica de las ciencias sociales,https://mascvuex.unex.es/revistas/index.php/reidics/index,DOAJ,1.0,1300-01-01 00:00:00,2019-04-11 00:00:00,interesting reason
Revista de Investigación en Psicología,1560-909X,Still in DOAJ index,revista de investigación en psicología,https://revistasinvestigacion.unmsm.edu.pe/index.php/psico/index,DOAJ,1.0,1300-01-01 00:00:00,2021-05-02 00:00:00,interesting reason
Revista de Investigación en Tecnologías de la Información,2387-0893,Still in DOAJ index,revista de investigación en tecnologías de la información,http://www.riti.es,DOAJ,1.0,1300-01-01 00:00:00,2018-10-09 00:00:00,interesting reason
"Revista de Investigación, Desarrollo e Innovación",2027-8306,Still in DOAJ index,"revista de investigación, desarrollo e innovación",http://revistas.uptc.edu.co/revistas/index.php/investigacion_duitama,DOAJ,1.0,1300-01-01 00:00:00,2017-04-03 00:00:00,interesting reason
"Revista de Investigación, Formación y Desarrollo",1390-9681,Still in DOAJ index,"revista de investigación, formación y desarrollo",,DOAJ,1.0,1300-01-01 00:00:00,2020-03-08 00:00:00,interesting reason
Revista de Investigação e Divulgação em Educação Matemática,2594-4673,Still in DOAJ index,revista de investigação e divulgação em educação matemática,https://periodicos.ufjf.br/index.php/ridema/index,DOAJ,1.0,1300-01-01 00:00:00,2020-04-02 00:00:00,interesting reason
Revista de Investigações Constitucionais,2359-5639,Still in DOAJ index,revista de investigações constitucionais,https://revistas.ufpr.br/rinc,DOAJ,1.0,1300-01-01 00:00:00,2016-03-09 00:00:00,interesting reason
Revista de Italianística,1413-2079,Still in DOAJ index,revista de italianística,http://www.revistas.usp.br/italianistica,DOAJ,1.0,1300-01-01 00:00:00,2017-01-27 00:00:00,interesting reason
Revista de Lenguas para Fines Específicos,1133-1127,Still in DOAJ index,revista de lenguas para fines específicos,http://ojsspdc.ulpgc.es/ojs/index.php/LFE/index,DOAJ,1.0,1300-01-01 00:00:00,2015-11-11 00:00:00,interesting reason
Revista de Literatura,0034-849X,Still in DOAJ index,revista de literatura,http://revistadeliteratura.revistas.csic.es/,DOAJ,1.0,1300-01-01 00:00:00,2015-05-22 00:00:00,interesting reason
Revista de Literatura Medieval,1130-3611,Still in DOAJ index,revista de literatura medieval,https://recyt.fecyt.es/index.php/RLM/index,DOAJ,1.0,1300-01-01 00:00:00,2021-01-12 00:00:00,interesting reason
Revista de Matemática: Teoría y Aplicaciones,2215-3373,Still in DOAJ index,revista de matemática: teoría y aplicaciones,http://revistas.ucr.ac.cr/index.php/matematica,DOAJ,1.0,1300-01-01 00:00:00,2015-07-21 00:00:00,interesting reason
Revista de Medicina da UFC,0100-1302,Still in DOAJ index,revista de medicina da ufc,http://periodicos.ufc.br/revistademedicinadaufc/index,DOAJ,1.0,1300-01-01 00:00:00,2017-09-09 00:00:00,interesting reason
Revista de Medicina y Cine / Journal of Medicine and Movies,1885-5210,Still in DOAJ index,revista de medicina y cine / journal of medicine and movies,http://revistas.usal.es/index.php/medicina_y_cine/index,DOAJ,1.0,1300-01-01 00:00:00,2017-05-16 00:00:00,interesting reason
Revista de Medicină Şcolară şi Universitară,2392-8344,Still in DOAJ index,revista de medicină şcolară şi universitară,https://www.revista-medicina-scolara.ro/,DOAJ,1.0,1300-01-01 00:00:00,2021-03-15 00:00:00,interesting reason
Revista de Morfologia Urbana,2182-7214,Still in DOAJ index,revista de morfologia urbana,http://revistademorfologiaurbana.org/index.php/index,DOAJ,1.0,1300-01-01 00:00:00,2020-04-07 00:00:00,interesting reason
Revista de Movimentos Sociais e Conflitos,2525-9830,Still in DOAJ index,revista de movimentos sociais e conflitos,,DOAJ,1.0,1300-01-01 00:00:00,2018-02-25 00:00:00,interesting reason
"Revista de Nefrología, Diálisis y Trasplante",2346-8548,Still in DOAJ index,"revista de nefrología, diálisis y trasplante",http://www.revistarenal.org.ar/,DOAJ,1.0,1300-01-01 00:00:00,2017-12-10 00:00:00,interesting reason
