,Journal_Title_Normalized,added,Journal Title,ISSN,Remove_Date,Add_Date,Reason,Data Source,URL,reason_category
14225,journal of information security,False,Journal of Information Security, 2153-1234,2015-06-26,1677-09-22,Suspected editorial misconduct by publisher,DOAJ,https://www.scirp.org/journal/JIS/,interesting reason
14226,journal of information systems and technology management,False,Journal of Information Systems and Technology Management,1807-1775,2021-09-13,1677-09-22,Journal not adhering to Best practice,DOAJ,http://jistm.com/,interesting reason
14227,journal of information systems engineering and business intelligence,False,Journal of Information Systems Engineering and Business Intelligence,2443-2555,2019-01-02,1677-09-22,Journal not adhering to Best practice,DOAJ,https://e-journal.unair.ac.id/JISEBI,interesting reason
14228,journal of information systems engineering and management,False,Journal of Information Systems Engineering and Management,2468-4376,2018-10-24,1677-09-22,Suspected editorial misconduct by publisher,DOAJ,https://www.jisem-journal.com/,interesting reason
14229,journal of information technology education: innovations in practice,False,Journal of Information Technology Education: Innovations in Practice,2165-3151,2018-11-20,1677-09-22,Suspected editorial misconduct by publisher,DOAJ,https://www.informingscience.org/Journals/JITEIIP/Overview,interesting reason
14230,journal of information technology education: research,False,Journal of Information Technology Education: Research,1547-9714,2018-11-20,1677-09-22,Suspected editorial misconduct by publisher,DOAJ,https://www.informingscience.org/Journals/JITEResearch/Overview,interesting reason
14231,journal of infrared and millimeter waves,False,Journal of Infrared and Millimeter Waves,1001-9014,2021-09-06,1677-09-22,Journal not adhering to Best practice,DOAJ,https://www.springer.com/journal/10762,interesting reason
14232,journal of innovation in business and economics,False,Journal of Innovation in Business and Economics,2580-9431,2020-04-24,1677-09-22,Journal not adhering to best practice,DOAJ,https://ejournal.umm.ac.id/index.php/jibe,interesting reason
14233,journal of institute of social sciences,False,Journal of Institute of Social Sciences,1309-3738,2017-05-06,1677-09-22,Journal not adhering to Best practice,DOAJ,https://dergipark.org.tr/en/pub/jiss,interesting reason
14234,journal of insurance and financial management,False,Journal of Insurance and Financial Management,2371-2112,2019-04-10,1677-09-22,Suspected editorial misconduct by publisher,DOAJ,https://journal-of-insurance-and-financial-management.com/index.php/JIFM/index,interesting reason
14235,journal of integer sequences,False,Journal of Integer Sequences,1530-7638,2017-06-20,1677-09-22,Journal not adhering to Best Practice,DOAJ,https://cs.uwaterloo.ca/journals/JIS/,interesting reason
14236,journal of intelligent learning systems and applications,False,Journal of Intelligent Learning Systems and Applications, 2150-8402,2015-06-26,1677-09-22,Suspected editorial misconduct by publisher,DOAJ,https://www.scirp.org/journal/JILSA/,interesting reason
14237,journal of interactive technology and pedagogy,False,Journal of Interactive Technology and Pedagogy,2166-6245,2016-11-11,1677-09-22,no open access licensing description,DOAJ,https://jitp.commons.gc.cuny.edu/,interesting reason
14238,journal of interdisciplinary histopathology,False,Journal of Interdisciplinary Histopathology,2146-8362,2018-04-12,1677-09-22,Suspected editorial misconduct by publisher,DOAJ,https://www.ejmjih.com/,interesting reason
14239,journal of international and comparative education,False,Journal of International and Comparative Education,2232-1802,2022-03-16,1677-09-22,Journal not adhering to Best practice,DOAJ,https://www.emeraldgrouppublishing.com/journal/ijced,interesting reason
14240,journal of international child neurology association,False,Journal of International Child Neurology Association,2410-6410,2020-09-02,1677-09-22,Journal not adhering to best practice,DOAJ,http://www.jicna.org/,interesting reason
14241,journal of international dental and medical research,False,Journal of International Dental and Medical Research,1309-100X,2016-01-22,1677-09-22,Journal not adhering to Best practice,DOAJ,http://www.jidmr.com/journal/,interesting reason
14243,journal of international oral health,False,Journal of International Oral Health,0976-1799,2017-04-05,1677-09-22,Journal not adhering to Best practice,DOAJ,https://www.ispcd.org/journal-of-international-oral-health.html,interesting reason
14244,journal of international scientific researches,False,Journal of International Scientific Researches,2458-8725,2022-04-25,1677-09-22,Journal not adhering to Best practice,DOAJ,https://www.worldwidejournals.com/international-journal-of-scientific-research-(IJSR)/,interesting reason
14245,journal of internet banking and commerce,False,Journal of Internet Banking and Commerce,1204-5357,2017-01-24,1677-09-22,Journal not adhering to Best practice,DOAJ,https://www.icommercecentral.com/,interesting reason
14246,journal of islamic architecture,False,Journal of Islamic Architecture,2086-2636,2018-10-01,1677-09-22,Suspected editorial misconduct by publisher,DOAJ,https://www.neliti.com/journals/journal-of-islamic-architecture/catalogue,interesting reason
14247,journal of islamic banking and finance,False,Journal of Islamic Banking and Finance,1814-8042,2022-03-08,1677-09-22,Journal not adhering to Best practice,DOAJ,https://islamicbanking.asia/,interesting reason
14248,journal of kermanshah university of medical sciences,False,Journal of Kermanshah University of Medical Sciences,2588-2562,2019-01-11,1677-09-22,Site not secure,DOAJ,https://brieflands.com/journals/journal-of-kermanshah-university-of-medical-sciences/,interesting reason
14249,journal of kirsehir education faculty,False,Journal of Kirsehir Education Faculty,1302-5007,2017-06-16,1677-09-22,Journal not adhering to Best Practice,DOAJ,https://www.oalib.com/journal/5549/1,interesting reason
14250,"journal of knowledge management, economics and information technology",False,"Journal of Knowledge Management, Economics and Information Technology",2069-5934,2017-07-12,1677-09-22,Journal not adhering to Best Practice,DOAJ,http://www.scientificpapers.org/,interesting reason
14251,journal of language and linguistic studies,False,Journal of Language and Linguistic Studies,1305-578X,2021-04-08,1677-09-22,Suspected editorial misconduct by publisher,DOAJ,https://jlls.org/,interesting reason
14252,journal of language and literacy education,False,Journal of Language and Literacy Education,1559-9035,2017-06-27,1677-09-22,Journal not adhering to Best Practice,DOAJ,http://jolle.coe.uga.edu/,interesting reason
14253,journal of language teaching and research,False,Journal of Language Teaching and Research,1798-4769,2015-11-13,1677-09-22,Journal not adhering to Best practice,DOAJ,https://www.academypublication.com/jltr/,interesting reason
14254,"journal of language, technology & entrepreneurship in africa",False,"Journal of Language, Technology & Entrepreneurship in Africa",2309-5814,2017-01-04,1677-09-22,Journal not adhering to Best practice,DOAJ,https://www.ajol.info/index.php/jolte,interesting reason
14255,journal of laser micro/nanoengineering,False,Journal of Laser Micro/Nanoengineering,1880-0688,2017-06-24,1677-09-22,Journal not adhering to Best Practice,DOAJ,http://jlps.gr.jp/jlmn/index.php,interesting reason
14256,journal of law and commerce,False,Journal of Law and Commerce,2164-7984,2016-11-24,1677-09-22,No editorial board,DOAJ,http://jlc.law.pitt.edu/ojs/index.php/jlc,interesting reason
14257,"journal of law, policy and globalization",False,"Journal of Law, Policy and Globalization",2224-3259,2017-10-17,1677-09-22,Suspected editorial misconduct by publisher,DOAJ,https://www.iiste.org/Journals/index.php/JLPG,interesting reason
14258,journal of life and bio-sciences research,False,Journal of Life and Bio-Sciences Research,2708-1818,2021-11-22,1677-09-22,Journal not adhering to Best practice,DOAJ,https://jlbsr.org/,interesting reason
14259,journal of linear and topological algebra,False,Journal of Linear and Topological Algebra,2252-0201,2020-04-20,1677-09-22,Journal not adhering to best practice,DOAJ,http://jlta.iauctb.ac.ir/,interesting reason
14260,journal of livestock science,False,Journal of Livestock Science,2277-6214,2016-01-08,1677-09-22,Journal not adhering to Best practice,DOAJ,https://livestockscience.in/,interesting reason
14261,journal of local government issues,False,Journal of Local Government Issues,2620-8091,2020-04-22,1677-09-22,Suspected editorial misconduct by publisher,DOAJ,https://ejournal.umm.ac.id/index.php/LOGOS,interesting reason
14262,journal of management and science,False,Journal of Management and Science,2250-1819,2016-10-06,1677-09-22,Journal not adhering to Best practice,DOAJ,http://jms.eleyon.org/,interesting reason
14263,journal of management and strategy,False,Journal of Management and Strategy,1923-3965,2015-09-11,1677-09-22,Suspected editorial misconduct by publisher,DOAJ,https://www.sciedupress.com/journal/index.php/jms,interesting reason
14264,journal of management and sustainability,False,Journal of Management and Sustainability,1925-4725,2015-09-11,1677-09-22,Suspected editorial misconduct by publisher,DOAJ,https://ccsenet.org/journal/index.php/jms,interesting reason
14265,journal of management economics literature islamic and political sciences: jomelips,False,Journal of Management Economics Literature Islamic and Political Sciences: JOMELIPS,2547-9512,2021-01-19,1677-09-22,Journal not adhering to best practice,DOAJ,https://dergipark.org.tr/en/pub/jomelips,interesting reason
14266,journal of management research,False,Journal of Management Research,1941-899X,2015-09-11,1677-09-22,Suspected editorial misconduct by publisher,DOAJ,http://jmgtr.com/newjmr/,interesting reason
14267,journal of marine and aquatic sciences,False,Journal of Marine and Aquatic Sciences,2302-8114,2021-08-31,1677-09-22,Journal not adhering to Best practice,DOAJ,https://www.sryahwapublications.com/journal-of-aquatic-science-and-marine-biology/,interesting reason
14268,journal of marine animals and their ecology,False,Journal of Marine Animals and Their Ecology,1911-8929,2017-02-07,1677-09-22,Journal not adhering to Best practice,DOAJ,http://link.library.mst.edu/portal/The-journal-of-marine-animals--their-ecology/PLEADo7kAmI/,interesting reason
14269,journal of marketing management and consumer behavior,False,Journal of Marketing Management and Consumer Behavior,2371-3615,2019-04-10,1677-09-22,Suspected editorial misconduct by publisher,DOAJ,https://journal-of-marketing-management-and-consumer-behavior.com/,interesting reason
14270,journal of materials engineering,False,Journal of Materials Engineering,1001-4381,2022-02-16,1677-09-22,Journal not adhering to Best practice,DOAJ,https://www.springer.com/journal/11665,interesting reason
14271,journal of materials science research,False,Journal of Materials Science Research,1927-0585,2015-09-11,1677-09-22,Suspected editorial misconduct by publisher,DOAJ,https://www.ccsenet.org/journal/index.php/jmsr,interesting reason
14272,journal of mathematical finance,False,Journal of Mathematical Finance, 2162-2434,2015-06-26,1677-09-22,Suspected editorial misconduct by publisher,DOAJ,https://www.scirp.org/journal/JMF/,interesting reason
14273,"journal of mathematical physics, analysis, geometry",False,"Journal of Mathematical Physics, Analysis, Geometry",1812-9471,2017-02-14,1677-09-22,no OA statement no licence,DOAJ,http://jmage.ilt.kharkov.ua/,interesting reason
14274,journal of mathematics and statistics,False,Journal of Mathematics and Statistics,1549-3644,2017-03-22,1677-09-22,Suspected editorial misconduct by publisher,DOAJ,https://thescipub.com/jmss,interesting reason
14275,journal of mathematics research,False,Journal of Mathematics Research,1916-9795,2015-09-11,1677-09-22,Suspected editorial misconduct by publisher,DOAJ,https://www.ccsenet.org/journal/index.php/jmr,interesting reason
14276,journal of media critiques,False,Journal of Media Critiques,2056-9793,2020-07-29,1677-09-22,Journal not adhering to best practice,DOAJ,https://oaji.net/journal-detail.html?number=3451,interesting reason
14277,journal of medical and biomedical sciences,False,Journal of Medical and Biomedical Sciences,2026-6294,2016-08-31,1677-09-22,Journal not adhering to Best practice,DOAJ,https://jmbs.online/index.php/jmbs/,interesting reason
14278,journal of medical cases,False,Journal of Medical Cases,1923-4155,2017-06-13,1677-09-22,Suspected editorial misconduct by publisher,DOAJ,https://journalmc.org/index.php/jmc,interesting reason
14279,journal of medical physiology,False,Journal of Medical Physiology,2538-2322,2019-04-26,1677-09-22,Journal not adhering to Best practice,DOAJ,http://jphysiology.com/index.php/jmp,interesting reason
14280,journal of microbiology and infectious diseases,False,Journal of Microbiology and Infectious Diseases,2146-3158,2020-11-04,1677-09-22,Journal not adhering to Best practice,DOAJ,https://www.jmidonline.org/,interesting reason
14281,journal of military and information science,False,Journal of Military and Information Science,2148-3124,2020-02-27,1677-09-22,Suspected editorial misconduct by publisher,DOAJ,https://oaji.net/journal-detail.html?number=432,interesting reason
14282,journal of military and veterans' health,False,Journal of Military and Veterans' Health,1835-1271,2017-09-11,1677-09-22,Journal not adhering to Best Practice,DOAJ,https://jmvh.org/,interesting reason
14283,journal of minimally invasive surgical sciences,False,Journal of Minimally Invasive Surgical Sciences,2251-7022,2017-09-05,1677-09-22,Journal not adhering to Best Practice,DOAJ,https://www.e-jmis.org/main.html,interesting reason
14284,"journal of mobile, embedded and distributed systems",False,"Journal of Mobile, Embedded and Distributed Systems",2067-4074,2017-07-12,1677-09-22,Journal not adhering to Best Practice,DOAJ,http://jmeds.eu/,interesting reason
14285,journal of modern biotechnology,False,Journal of Modern Biotechnology,2319-6645,2017-05-12,1677-09-22,Journal not adhering to Best practice,DOAJ,https://a-publish.com/ojs/index.php/ijmbmr/index,interesting reason
14286,journal of modern human pathology,False,Journal of Modern Human Pathology,2397-6845,2019-04-10,1677-09-22,Suspected editorial misconduct by publisher,DOAJ,https://authorzilla.com/vLrW8/journal-of-modern-human-pathology-nobleresearch.html,interesting reason
14287,journal of modern methods in numerical mathematics,False,Journal of Modern Methods in Numerical Mathematics,2090-4770,2017-07-20,1677-09-22,Journal not adhering to Best Practice,DOAJ,http://link.bu.edu/portal/Journal-of-modern-methods-in-numerical/oiO2uJ3G0ss/,interesting reason
14288,journal of modern physics,False,Journal of Modern Physics, 2153-1196,2015-06-26,1677-09-22,Suspected editorial misconduct by publisher,DOAJ,https://www.scirp.org/journal/AllArticle.aspx?JournalID=172,interesting reason
14289,journal of modern technology and engineering,False,Journal of Modern Technology and Engineering,2519-4836,2019-11-07,1677-09-22,Suspected editorial misconduct by publisher,DOAJ,https://www.rootindexing.com/journal/journal-of-modern-technology-and-engineering--2/,interesting reason
14290,journal of molecular biochemistry,False,Journal of Molecular Biochemistry,2241-0090,2021-09-18,1677-09-22,Journal not adhering to Best practice,DOAJ,http://jmolbiochem.com/index.php/JmolBiochem,interesting reason
14291,journal of molecular biology research,False,Journal of Molecular Biology Research,1925-430X,2015-09-11,1677-09-22,Suspected editorial misconduct by publisher,DOAJ,https://www.ccsenet.org/journal/index.php/jmbr,interesting reason
14292,journal of molecular signaling,False,Journal of Molecular Signaling,1750-2187,2016-03-30,1677-09-22,Journal not adhering to Best practice,DOAJ,https://jmolecularsignaling.com/,interesting reason
14293,journal of movement disorders,False,Journal of Movement Disorders,2093-4939,2022-04-26,1677-09-22,Journal not adhering to Best practice,DOAJ,https://www.e-jmd.org/,interesting reason
14294,journal of multimedia,False,Journal of Multimedia,1796-2048,2017-02-20,1677-09-22,Journal not adhering to Best practice,DOAJ,https://www.sciforschenonline.org/journals/multimedia/,interesting reason
14295,journal of natural remedies,False,Journal of Natural Remedies,0972-5547,2020-09-17,1677-09-22,Suspected editorial misconduct by publisher,DOAJ,https://www.informaticsjournals.com/index.php/jnr,interesting reason
14296,journal of naval science and engineering,False,Journal of Naval Science and Engineering,1304-2025,2022-01-31,1677-09-22,Journal not adhering to Best practice,DOAJ,https://dergipark.org.tr/en/pub/jnse,interesting reason
14297,journal of networks,False,Journal of Networks,1796-2056,2017-02-20,1677-09-22,Journal not adhering to Best practice,DOAJ,https://www.journalofnetworks.org/,interesting reason
14298,journal of neurology research,False,Journal of Neurology Research,1923-2845,2017-06-13,1677-09-22,Suspected editorial misconduct by publisher,DOAJ,https://www.neurores.org/index.php/neurores,interesting reason
14299,journal of nevsehir university social science institute,False,Journal of Nevsehir University Social Science Institute,2146-782X,2017-06-24,1677-09-22,Journal not adhering to Best Practice,DOAJ,https://dergipark.org.tr/en/pub/jiss,interesting reason
14300,journal of north east india studies,False,Journal of North East India Studies,2278-1455,2016-03-03,1677-09-22,Journal not adhering to Best practice,DOAJ,http://www.jneis.com/,interesting reason
14301,"journal of nuclear physics, material sciences, radiation and applications",False,"Journal of Nuclear Physics, Material Sciences, Radiation and Applications",2321-9289,2017-07-10,1677-09-22,Journal not adhering to Best Practice,DOAJ,https://jnp.chitkara.edu.in/,interesting reason
14302,journal of numerical mathematics and stochastics,False,Journal of Numerical Mathematics and Stochastics,2151-2302,2017-06-27,1677-09-22,Journal not adhering to Best Practice,DOAJ,http://www.jnmas.org/,interesting reason
14303,journal of nursing education and practice,False,Journal of Nursing Education and Practice,1925-4040,2015-09-11,1677-09-22,Suspected editorial misconduct by publisher,DOAJ,https://sciedupress.com/journal/index.php/jnep,interesting reason
14304,journal of nutritional health & food science,False,Journal of Nutritional Health & Food Science,2372-0980,2016-10-05,1677-09-22,use of fake impact factor,DOAJ,https://symbiosisonlinepublishing.com/nutritionalhealth-foodscience/,interesting reason
14305,journal of oral and maxillofacial pathology,False,Journal of Oral and Maxillofacial Pathology,1998-393X,2017-09-05,1677-09-22,Journal not adhering to Best Practice,DOAJ,https://www.jomfp.in/,interesting reason
14306,journal of parathyroid disease,False,Journal of Parathyroid Disease,2345-6558,2021-10-05,1677-09-22,Suspected editorial misconduct by publisher,DOAJ,https://jparathyroid.com/,interesting reason
14307,journal of pediatric neurosciences,False,Journal of Pediatric Neurosciences,1998-3948,2017-09-01,1677-09-22,Journal not adhering to Best Practice,DOAJ,https://www.pediatricneurosciences.com/,interesting reason
14308,journal of pharma research,False,Journal of Pharma Research,2319-5622,2016-11-30,1677-09-22,Journal not adhering to Best practice,DOAJ,http://jprinfo.com/,interesting reason
14309,journal of pharmaceutical and scientific innovation,False,Journal of Pharmaceutical and Scientific Innovation,2277-4572,2017-02-23,1677-09-22,Suspected editorial misconduct by publisher,DOAJ,https://www.springer.com/journal/12247,interesting reason
14310,journal of pharmacognosy and phytochemistry,False,Journal of Pharmacognosy and Phytochemistry,2278-4136,2017-04-26,1677-09-22,Suspected editorial misconduct by publisher,DOAJ,https://www.phytojournal.com/,interesting reason
14311,journal of pharmacology and pharmacotherapeutics,False,Journal of Pharmacology and Pharmacotherapeutics,0976-5018,2017-07-07,1677-09-22,Suspected editorial misconduct by publisher,DOAJ,https://journals.sagepub.com/home/pha,interesting reason
14312,journal of philosophy of life,False,Journal of Philosophy of Life,2185-4505,2017-06-24,1677-09-22,Journal not adhering to Best Practice,DOAJ,https://www.philosophyoflife.org/,interesting reason
14313,journal of physics: conference series,False,Journal of Physics: Conference Series,1742-6596,2017-03-28,1677-09-22,Journal not adhering to Best practice,DOAJ,https://iopscience.iop.org/journal/1742-6596,interesting reason
14314,journal of plant breeding and genetics,False,Journal of Plant Breeding and Genetics,2308-121X,2017-05-16,1677-09-22,Suspected editorial misconduct by publisher,DOAJ,https://esciencepress.net/journals/index.php/JPBG,interesting reason
14315,journal of plant studies,False,Journal of Plant Studies,1927-0461,2015-09-11,1677-09-22,Suspected editorial misconduct by publisher,DOAJ,https://ccsenet.org/journal/index.php/jps,interesting reason
14316,journal of political studies,False,Journal of Political Studies,2308-8338,2017-06-22,1677-09-22,Journal not adhering to Best Practice,DOAJ,https://www.journalofpoliticalstudies.com/,interesting reason
14317,journal of politics and law,False,Journal of Politics and Law,1913-9047,2015-09-11,1677-09-22,Suspected editorial misconduct by publisher,DOAJ,https://ccsenet.org/journal/index.php/jpl,interesting reason
14318,journal of praxis in multicultural education,False,Journal of Praxis in Multicultural Education,1931-0242,2017-07-12,1677-09-22,Journal not adhering to Best Practice,DOAJ,https://digitalscholarship.unlv.edu/jpme/,interesting reason
14319,journal of psychiatry and brain science,False,Journal of Psychiatry and Brain Science,398-385X,2019-11-26,1677-09-22,Suspected editorial misconduct by publisher,DOAJ,https://jpbs.hapres.com/,interesting reason
14320,journal of psychology & clinical psychiatry,False,Journal of Psychology & Clinical Psychiatry,2373-6445,2017-05-13,1677-09-22,Suspected editorial misconduct by publisher,DOAJ,https://medcraveonline.com/JPCPY/,interesting reason
14321,journal of public administration and governance,False,Journal of Public Administration and Governance,2161-7104,2015-09-11,1677-09-22,Suspected editorial misconduct by publisher,DOAJ,https://www.macrothink.org/journal/index.php/jpag,interesting reason
14322,journal of quantum information science,False,Journal of Quantum Information Science, 2162-5751,2015-06-26,1677-09-22,Suspected editorial misconduct by publisher,DOAJ,https://www.scirp.org/journal/JQIS/,interesting reason
14323,journal of radiation research and applied sciences,False,Journal of Radiation Research and Applied Sciences,2314-7164,2022-03-31,1677-09-22,Journal not adhering to Best practice,DOAJ,https://www.sciencedirect.com/journal/journal-of-radiation-research-and-applied-sciences,interesting reason
14324,journal of radiology and imaging,False,Journal of Radiology and Imaging,2399-8172,2019-04-10,1677-09-22,Suspected editorial misconduct by publisher,DOAJ,https://meddocsonline.org/journal-of-radiology-and-medical-imaging.html,interesting reason
14325,journal of rafsanjan university of medical sciences,False,Journal of Rafsanjan University of Medical Sciences,1735-3165,2017-02-20,1677-09-22,Journal not adhering to Best practice,DOAJ,https://journal.rums.ac.ir/en,interesting reason
14326,journal of regional & socio-economic issues,False,Journal of Regional & Socio-Economic Issues,2049-1395,2017-02-20,1677-09-22,Journal not adhering to Best practice,DOAJ,https://www.linkedin.com/pulse/journal-regional-socio-economic-issues-george-korres,interesting reason
14327,journal of regional and city planning,False,Journal of Regional and City Planning,2502-6429,2019-02-25,1677-09-22,Journal not adhering to Best practice,DOAJ,https://lppm.itb.ac.id/en/itb-journal/journal-of-regional-and-city-planning/,interesting reason
14328,journal of reliability and statistical studies,False,Journal of Reliability and Statistical Studies,2229-5666,2017-06-22,1677-09-22,Journal not adhering to Best Practice,DOAJ,https://ores.su/en/journals/journal-of-reliability-and-statistical-studies/,interesting reason
14329,journal of research in dentistry,False,Journal of Research in Dentistry,2317-5907,2017-06-08,1677-09-22,Journal not adhering to Best Practice,DOAJ,https://portaldeperiodicos.unisul.br/index.php/JR_Dentistry,interesting reason
14330,journal of research in medical and dental science,False,Journal of Research in Medical and Dental Science,2347-2367,2022-06-14,1677-09-22,Suspected editorial misconduct by publisher,DOAJ,https://www.jrmds.in/,interesting reason
14331,"journal of research in science, mathematics and technology education",False,"Journal of Research in Science, Mathematics and Technology Education",2577-6789,2021-09-17,1677-09-22,Suspected editorial misconduct by publisher,DOAJ,https://www.jrsmte.com/,interesting reason
14332,"journal of research on trade, management and economic development",False,"Journal of Research on Trade, Management and Economic Development",2345-1424,2021-07-19,1677-09-22,Journal not adhering to Best practice,DOAJ,https://oaji.net/journal-detail.html?number=4829,interesting reason
14333,journal of respiratory medicine,False,Journal of respiratory medicine,2314-6958,2015-11-25,1677-09-22,Suspected editorial misconduct by publisher,DOAJ,https://www.omicsonline.org/journal-respiratory-medicine.php,interesting reason
14334,journal of school of public health and institute of public health research,False,Journal of School of Public Health and Institute of Public Health Research,1735-7586,2015-11-10,1677-09-22,Journal not adhering to Best practice,DOAJ,https://journals.tums.ac.ir/sjsph/search.php?sid=1&slc_lang=en&key=Health+and+food+security+high+council,interesting reason
14335,journal of science and technology,False,Journal of Science and Technology,2229-8460,2017-09-11,1677-09-22,Journal not adhering to Best Practice,DOAJ,https://jst.hstu.ac.bd/,interesting reason
14336,journal of science and technology of greenhouse culture,False,Journal of Science and Technology of Greenhouse Culture,2008-9082,2017-03-25,1677-09-22,Journal not adhering to Best practice,DOAJ,https://www.oalib.com/journal/7978/1,interesting reason
14337,journal of scientific initiation on international relations,False,Journal of Scientific Initiation on International Relations,2318-9452,2020-08-16,1677-09-22,Journal not adhering to best practice,DOAJ,https://sciencepublishinggroup.com/journal/index?journalid=304,interesting reason
14338,journal of scientometric research,False,Journal of Scientometric Research,2321-6654,2016-10-14,1677-09-22,Suspected editorial misconduct by publisher,DOAJ,https://www.jscires.org/,interesting reason
14339,journal of security engineering,False,Journal of Security Engineering,1738-7531,2017-05-10,1677-09-22,Suspected editorial misconduct by publisher,DOAJ,https://iieta.org/Journals/IJSSE,interesting reason
14340,journal of sensor technology,False,Journal of Sensor Technology, 2161-122X,2015-06-26,1677-09-22,Suspected editorial misconduct by publisher,DOAJ,https://www.scirp.org/journal/JST/,interesting reason
14341,journal of service science and management,False,Journal of Service Science and Management, 1940-9893,2015-06-26,1677-09-22,Suspected editorial misconduct by publisher,DOAJ,https://www.scirp.org/journal/JSSM/,interesting reason
14342,journal of signal and information processing,False,Journal of Signal and Information Processing, 2159-4465,2015-06-26,1677-09-22,Suspected editorial misconduct by publisher,DOAJ,https://www.scirp.org/journal/JSIP/,interesting reason
14343,journal of skin and stem cell,False,Journal of Skin and Stem Cell,2423-7086,2019-10-04,1677-09-22,Suspected editorial misconduct by publisher,DOAJ,https://brieflands.com/journals/journal-of-skin-and-stem-cell/index.html,interesting reason
14344,journal of society and communication,False,Journal of Society and Communication,2200-6591,2015-03-06,1677-09-22,Journal not adhering to Best Practice,DOAJ,https://pubs2.ascee.org/index.php/ijcs,interesting reason
14345,journal of software engineering and applications,False,Journal of Software Engineering and Applications, 1945-3116,2015-06-26,1677-09-22,Suspected editorial misconduct by publisher,DOAJ,https://www.scirp.org/journal/JSEA/,interesting reason
14346,journal of solid tumors,False,Journal of Solid Tumors,1925-4067,2015-09-11,1677-09-22,Suspected editorial misconduct by publisher,DOAJ,https://sciedupress.com/journal/index.php/jst,interesting reason
14347,journal of speech sciences,False,Journal of Speech Sciences,2236-9740,2015-09-08,1677-09-22,Journal not adhering to Best practice,DOAJ,https://jslhr.pubs.asha.org/,interesting reason
14348,journal of studies in education,False,Journal of Studies in Education,2162-6952,2015-09-11,1677-09-22,Suspected editorial misconduct by publisher,DOAJ,https://www.macrothink.org/journal/index.php/jse,interesting reason
14349,journal of surface engineered materials and advanced technology,False,Journal of Surface Engineered Materials and Advanced Technology,2161-4881,2015-06-26,1677-09-22,Suspected editorial misconduct by publisher,DOAJ,https://www.scirp.org/journal/JSEMAT/,interesting reason
14350,journal of surgery and medicine,False,Journal of Surgery and Medicine,2602-2079,2022-02-07,1677-09-22,Journal not adhering to Best practice,DOAJ,https://jsurgmed.com/index,interesting reason
14351,journal of surgical dermatology,False,Journal of Surgical Dermatology,2424-9084,2018-12-22,1677-09-22,Journal not adhering to Best practice,DOAJ,https://www.jsurgdermatol.com/index.php/JSD,interesting reason
14352,journal of sustainable development,False,Journal of Sustainable Development,1913-9063,2015-09-11,1677-09-22,Suspected editorial misconduct by publisher,DOAJ,https://ccsenet.org/journal/index.php/jsd,interesting reason
14353,journal of technical education and training,False,Journal of Technical Education and Training,2229-8932,2017-07-18,1677-09-22,Journal not adhering to Best Practice,DOAJ,https://penerbit.uthm.edu.my/ojs/index.php/jtet,interesting reason
14354,journal of the canadian academy of child and adolescent psychiatry,False,Journal of the Canadian Academy of Child and Adolescent Psychiatry,1719-8429,2017-02-20,1677-09-22,Journal not adhering to Best practice,DOAJ,https://www.cacap-acpea.org/learn/journal/,interesting reason
14355,journal of the european association for studies of australia,False,Journal of the European Association for Studies of Australia,2013-6897,2017-07-18,1677-09-22,Journal not adhering to Best Practice,DOAJ,http://www.australianstudies.eu/?page_id=92,interesting reason
14356,journal of the faculty of veterinary medicine,False,Journal of the Faculty of Veterinary Medicine,1017-8422,2016-12-08,1677-09-22,Journal not adhering to Best practice,DOAJ,https://researchsoftware.com/downloads/journal-faculty-veterinary-medicine-kafkas-university,interesting reason
14357,journal of the human and social science researches (itobiad),False,Journal of the Human and Social Science Researches (itobiad),2147-1185,2017-10-17,1677-09-22,Journal not adhering to Best Practice,DOAJ,https://www.itobiad.com/en/,interesting reason
14358,journal of the indonesian mathematical society,False,Journal of the Indonesian Mathematical Society,2086-8952,2020-09-02,1677-09-22,Journal not adhering to best practice,DOAJ,http://www.jims-a.org/,interesting reason
14359,journal of the turkish-german gynecological association,False,Journal of the Turkish-German Gynecological Association,1309-0399,2021-06-15,1677-09-22,Suspected editorial misconduct by publisher,DOAJ,https://jtgga.org/,interesting reason
14360,journal of theoretical and applied computer science,False,Journal of Theoretical and Applied Computer Science,2299-2634,2017-06-16,1677-09-22,Journal not adhering to Best Practice,DOAJ,http://jotac.org/,interesting reason
14361,journal of theoretical and applied information,False,Journal of Theoretical and Applied Information,1817-3195,2017-07-19,1677-09-22,Journal not adhering to Best Practice,DOAJ,http://www.jatit.org/,interesting reason
14362,journal of theoretical physics and cryptography,False,Journal of Theoretical Physics and Cryptography,2322-3138,2017-07-04,1677-09-22,Journal not adhering to Best Practice,DOAJ,http://ijtpc.ir/,interesting reason
14363,journal of transdisciplinary environmental studies,False,Journal of Transdisciplinary Environmental Studies,1602-2297,2017-07-12,1677-09-22,Journal not adhering to Best Practice,DOAJ,https://journal-tes.ruc.dk/,interesting reason
14364,journal of translational internal medicine,False,Journal of Translational Internal Medicine,2224-4018,2017-12-13,1677-09-22,Journal not adhering to Best practice,DOAJ,https://sciendo.com/journal/JTIM,interesting reason
14365,journal of transportation technologies,False,Journal of Transportation Technologies, 2160-0473,2015-06-26,1677-09-22,Suspected editorial misconduct by publisher,DOAJ,https://www.scirp.org/journal/JTTs/,interesting reason
